grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
1397,6,,0.016601562,290.125,48621714000000.0,
1446,6,,0.022460938,290.25,48631110000000.0,
1495,6,,0.09375,290.25,48627350000000.0,
1544,7,,0.015625,290.125,48630573000000.0,
1593,7,,0.0107421875,290.0,48619567000000.0,
1642,6,,0.015625,290.125,48646947000000.0,
1691,6,,0.00390625,290.0,48637283000000.0,
1740,6,,0.055664062,290.0,48652047000000.0,
1789,6,,0.103515625,289.875,48656880000000.0,
1838,7,,0.009765625,289.75,48685065000000.0,
1398,6,,0.022460938,290.125,48653390000000.0,
1447,6,,-0.0078125,290.125,48647216000000.0,
1496,7,,-0.020507812,290.0,48637015000000.0,
1545,7,,-0.051757812,290.0,48627083000000.0,
1594,7,,-0.001953125,290.0,48620910000000.0,
1643,7,392.375,0.013671875,289.875,48637015000000.0,412.39360742228797
1692,7,,0.055664062,289.75,48654195000000.0,
1741,7,,0.08496094,289.75,48662785000000.0,
1790,7,,0.08691406,289.75,48690434000000.0,
1839,7,,-0.041992188,289.75,48693655000000.0,
1399,7,,0.021484375,290.0,48633794000000.0,
1448,7,,-0.15917969,289.875,48655537000000.0,
1497,7,,-0.1796875,289.875,48638357000000.0,
1546,7,397.5,-0.0703125,290.0,48632450000000.0,417.51860742228797
1595,7,386.625,0.022460938,290.0,48628157000000.0,406.64360742228797
1644,7,387.625,0.022460938,289.875,48640505000000.0,407.64360742228797
1693,7,378.25,0.0087890625,289.875,48657416000000.0,398.26860742228797
1742,7,,0.0234375,289.75,48681575000000.0,
1791,7,,-0.064453125,289.75,48694190000000.0,
1840,7,,-0.0546875,289.75,48701440000000.0,
1400,7,,0.06738281,290.125,48617956000000.0,
1449,6,,-0.26660156,290.125,48655000000000.0,
1498,6,407.625,-0.2265625,290.0,48646410000000.0,427.64360742228797
1547,6,413.0,-0.060546875,290.125,48650170000000.0,433.01860742228797
1596,7,400.375,0.041015625,290.0,48641040000000.0,420.39360742228797
1645,7,394.5,0.04296875,289.875,48648826000000.0,414.51860742228797
1694,7,373.0,0.030273438,289.875,48662516000000.0,393.01860742228797
1743,7,,-0.018554688,289.75,48690700000000.0,
1792,7,,-0.056640625,289.75,48690970000000.0,
1841,7,,-0.046875,289.625,48707345000000.0,
1401,7,,0.15332031,290.375,48571785000000.0,
1450,6,,-0.18261719,290.125,48611514000000.0,
1499,5,413.875,-0.15332031,290.125,48635404000000.0,433.89360742228797
1548,6,417.125,-0.059570312,290.0,48657416000000.0,437.14360742228797
1597,7,397.875,0.0029296875,289.875,48658490000000.0,417.89360742228797
1646,7,387.875,0.041992188,289.875,48660637000000.0,407.89360742228797
1695,7,366.75,0.041992188,289.875,48672180000000.0,386.76860742228797
1744,7,,-0.017578125,289.75,48690700000000.0,
1793,7,,-0.044921875,289.75,48698487000000.0,
1842,7,,-0.057617188,289.625,48711103000000.0,
1402,7,,0.20214844,290.375,48555410000000.0,
1451,6,,0.0146484375,290.25,48569906000000.0,
1500,5,391.75,-0.076171875,290.125,48620910000000.0,411.76860742228797
1549,6,411.25,-0.08886719,289.875,48654463000000.0,431.26860742228797
1598,7,386.125,-0.053710938,289.75,48662785000000.0,406.14360742228797
1647,7,372.875,0.020507812,289.875,48672180000000.0,392.89360742228797
1696,7,375.75,0.0009765625,289.875,48682650000000.0,395.76860742228797
1745,7,338.625,-0.043945312,289.75,48694997000000.0,358.64360742228797
1794,7,,-0.045898438,289.75,48698487000000.0,
1843,7,,-0.043945312,289.625,48712714000000.0,
1403,6,,0.033203125,290.375,48604803000000.0,
1452,6,,0.14453125,290.5,48532860000000.0,
1501,5,340.0,0.0126953125,290.25,48592455000000.0,360.01860742228797
1550,5,411.625,-0.016601562,290.125,48652047000000.0,431.64360742228797
1599,6,396.625,-0.057617188,289.875,48685600000000.0,416.64360742228797
1648,7,362.125,-0.02734375,289.875,48681307000000.0,382.14360742228797
1697,7,401.375,-0.02734375,289.875,48678086000000.0,421.39360742228797
1746,7,378.25,-0.036132812,289.75,48689897000000.0,398.26860742228797
1795,7,,-0.020507812,289.75,48705466000000.0,
1844,7,,-0.030273438,289.625,48720767000000.0,
1404,6,,-0.11425781,290.0,48630840000000.0,
1453,5,,0.07519531,290.625,48548970000000.0,
1502,5,323.75,0.14355469,290.5,48550847000000.0,343.76860742228797
1551,5,364.625,0.029296875,290.125,48646680000000.0,384.64360742228797
1600,6,376.25,-0.08691406,289.875,48683723000000.0,396.26860742228797
1649,7,358.625,-0.080078125,289.75,48690165000000.0,378.64360742228797
1698,7,407.625,-0.047851562,289.875,48686944000000.0,427.64360742228797
1747,7,402.5,-0.02734375,289.75,48694190000000.0,422.51860742228797
1796,7,,-0.0234375,289.75,48708956000000.0,
1845,7,,-0.045898438,289.625,48726136000000.0,
1405,5,,-0.11816406,290.0,48646140000000.0,
1454,5,,0.08886719,290.25,48581986000000.0,
1503,5,323.125,0.25390625,290.625,48530983000000.0,343.14360742228797
1552,5,313.5,0.12207031,290.25,48607756000000.0,333.51860742228797
1601,6,334.625,-0.04296875,289.75,48672985000000.0,354.64360742228797
1650,7,336.0,-0.1484375,289.625,48690970000000.0,356.01860742228797
1699,7,393.125,-0.08496094,289.75,48685333000000.0,413.14360742228797
1748,7,402.25,-0.046875,289.75,48695265000000.0,422.26860742228797
1797,7,,-0.033203125,289.75,48712445000000.0,
1846,7,,-0.0546875,289.625,48726404000000.0,
1406,5,,0.041992188,290.0,48659295000000.0,
1455,5,,0.12792969,290.125,48641847000000.0,
1504,6,354.875,0.26953125,290.25,48571785000000.0,374.89360742228797
1553,6,280.625,0.22363281,290.375,48564806000000.0,300.64360742228797
