grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
1397,6,,0.0546875,286.0,49203414000000.0,
1446,6,,0.025390625,286.125,49229184000000.0,
1495,7,,0.037109375,286.0,49199924000000.0,
1544,7,,-0.0126953125,286.0,49222204000000.0,
1593,7,,-0.0048828125,286.0,49200730000000.0,
1642,6,,0.0107421875,286.125,49233210000000.0,
1691,6,,0.009765625,286.0,49207977000000.0,
1740,6,,0.046875,286.0,49214420000000.0,
1789,6,,0.08203125,286.0,49213346000000.0,
1838,7,,0.048828125,286.0,49224350000000.0,
1398,6,,0.07324219,286.125,49228647000000.0,
1447,6,,0.03515625,286.125,49229184000000.0,
1496,7,,-0.0009765625,286.0,49213346000000.0,
1545,7,,-0.041992188,286.0,49210660000000.0,
1594,7,,-0.0078125,286.0,49198850000000.0,
1643,7,81.125,0.016601562,286.0,49202610000000.0,80.7733426195656
1692,7,,0.0546875,286.0,49202340000000.0,
1741,7,,0.078125,286.0,49199924000000.0,
1790,7,,0.08300781,286.0,49223010000000.0,
1839,7,,0.022460938,286.0,49225962000000.0,
1399,7,,0.05859375,286.0,49201535000000.0,
1448,7,,-0.013671875,286.0,49207440000000.0,
1497,7,,-0.059570312,286.0,49198580000000.0,
1546,7,81.875,-0.028320312,286.0,49203950000000.0,81.5233426195656
1595,7,80.125,0.017578125,286.0,49200998000000.0,79.7733426195656
1644,7,80.125,0.026367188,286.0,49204220000000.0,79.7733426195656
1693,7,80.875,0.032226562,286.0,49204220000000.0,80.5233426195656
1742,7,,0.05078125,286.0,49213346000000.0,
1791,7,,0.005859375,286.0,49223010000000.0,
1840,7,,0.020507812,286.0,49225694000000.0,
1400,7,,0.001953125,286.0,49215760000000.0,
1449,6,,-0.10058594,286.125,49224350000000.0,
1498,6,90.5,-0.078125,286.125,49209856000000.0,90.1483426195656
1547,6,88.25,-0.0068359375,286.125,49226230000000.0,87.8983426195656
1596,7,84.125,0.04296875,286.0,49205293000000.0,83.7733426195656
1645,7,82.875,0.041992188,286.0,49209856000000.0,82.5233426195656
1694,7,81.875,0.046875,286.0,49207977000000.0,81.5233426195656
1743,7,,0.029296875,286.0,49220860000000.0,
