grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
17732,7,287.75,-0.029296875,290.375,48531520000000.0,422.5147733917481
17256,6,290.25,0.053710938,290.875,48480786000000.0,425.0147733917481
17415,7,266.625,0.02734375,290.625,48485080000000.0,401.3897733917481
17574,7,269.625,-0.05859375,290.5,48512192000000.0,404.3897733917481
17733,7,261.125,-0.12597656,290.375,48532057000000.0,395.8897733917481
17892,7,255.5,-0.203125,290.25,48540380000000.0,390.2647733917481
16939,6,272.25,0.45214844,291.75,48349790000000.0,407.0147733917481
17098,6,265.375,0.15625,291.125,48449380000000.0,400.1397733917481
17257,6,283.625,0.14453125,291.0,48471660000000.0,418.3897733917481
17416,6,293.0,0.13769531,290.875,48483200000000.0,427.7647733917481
17575,7,250.375,0.041015625,290.5,48497697000000.0,385.1397733917481
17734,7,239.875,-0.06347656,290.375,48520514000000.0,374.6397733917481
17893,7,232.375,-0.18066406,290.375,48532057000000.0,367.1397733917481
16622,7,275.5,-0.001953125,290.5,48498770000000.0,410.2647733917481
16781,7,254.875,0.47460938,291.25,48383343000000.0,389.6397733917481
16940,7,220.25,0.7138672,291.625,48312476000000.0,355.0147733917481
17099,7,192.5,0.43847656,291.125,48396497000000.0,327.2647733917481
17258,7,218.0,0.27539062,290.875,48449915000000.0,352.7647733917481
17417,7,248.0,0.24902344,290.75,48457430000000.0,382.7647733917481
17576,7,244.5,0.15234375,290.625,48480517000000.0,379.2647733917481
17735,7,247.125,0.03125,290.5,48503334000000.0,381.8897733917481
17894,7,245.5,-0.09472656,290.5,48515414000000.0,380.2647733917481
18053,7,242.375,-0.203125,290.375,48528835000000.0,377.1397733917481
16464,7,229.625,-0.5175781,290.125,48558363000000.0,364.3897733917481
16623,7,267.875,-0.14355469,290.375,48518366000000.0,402.6397733917481
16782,7,280.5,0.25390625,291.0,48426560000000.0,415.2647733917481
16941,7,237.25,0.6591797,291.625,48324020000000.0,372.0147733917481
17100,7,175.875,0.63964844,291.5,48344957000000.0,310.6397733917481
17259,7,178.375,0.36523438,291.125,48424683000000.0,313.1397733917481
17418,7,234.5,0.32128906,290.875,48436225000000.0,369.2647733917481
17577,7,254.375,0.24804688,290.75,48459580000000.0,389.1397733917481
17736,7,270.5,0.103515625,290.625,48488840000000.0,405.2647733917481
17895,7,275.625,-0.033203125,290.5,48505480000000.0,410.3897733917481
18054,7,267.125,-0.14453125,290.375,48520246000000.0,401.8897733917481
16306,7,177.5,-0.40234375,290.75,48463337000000.0,312.2647733917481
16465,6,278.0,-0.42382812,290.5,48553800000000.0,412.7647733917481
16624,6,301.75,-0.17578125,290.625,48533400000000.0,436.5147733917481
16783,7,290.25,0.13671875,290.625,48467900000000.0,425.0147733917481
16942,7,287.125,0.421875,291.25,48376364000000.0,421.8897733917481
17101,7,207.875,0.67285156,291.75,48312476000000.0,342.6397733917481
17260,7,146.5,0.5419922,291.375,48368850000000.0,281.2647733917481
17419,7,200.625,0.44335938,291.125,48410724000000.0,335.3897733917481
17578,7,278.75,0.31933594,290.875,48438910000000.0,413.5147733917481
17737,7,305.25,0.11230469,290.75,48480250000000.0,440.0147733917481
17896,7,290.375,-0.055664062,290.5,48505480000000.0,425.1397733917481
18055,7,268.0,-0.15820312,290.375,48521320000000.0,402.7647733917481
18214,7,256.875,-0.24707031,290.25,48535010000000.0,391.6397733917481
16307,6,281.25,-0.24902344,291.125,48447230000000.0,416.0147733917481
16466,6,272.125,-0.2890625,290.625,48536083000000.0,406.8897733917481
16625,6,285.75,-0.07519531,290.625,48530983000000.0,420.5147733917481
16784,7,291.875,0.10546875,290.625,48495280000000.0,426.6397733917481
16943,7,318.0,0.18457031,291.0,48434883000000.0,452.7647733917481
17102,7,264.875,0.5205078,291.5,48336636000000.0,399.6397733917481
17261,7,151.5,0.74121094,291.75,48312476000000.0,286.2647733917481
17420,7,170.25,0.6015625,291.375,48378780000000.0,305.0147733917481
17579,7,295.875,0.36914062,291.0,48428710000000.0,430.6397733917481
17738,7,343.875,0.0625,290.625,48482665000000.0,478.6397733917481
17897,7,297.0,-0.11816406,290.375,48518100000000.0,431.7647733917481
18056,7,257.375,-0.19628906,290.25,48537962000000.0,392.1397733917481
18215,7,238.625,-0.2578125,290.25,48545480000000.0,373.3897733917481
16149,6,498.125,0.12207031,291.625,48313013000000.0,632.8897733917481
16308,6,395.25,-0.12402344,291.125,48423340000000.0,530.0147733917481
16467,6,299.75,-0.16699219,290.75,48518100000000.0,434.5147733917481
16626,6,281.125,0.0234375,290.625,48528030000000.0,415.8897733917481
16785,7,268.75,0.13964844,290.5,48500113000000.0,403.5147733917481
16944,7,305.25,0.12011719,290.75,48467632000000.0,440.0147733917481
17103,7,301.375,0.27734375,291.125,48401866000000.0,436.1397733917481
17262,7,209.625,0.68359375,291.75,48312476000000.0,344.3897733917481
17421,7,169.125,0.73535156,291.625,48337173000000.0,303.8897733917481
17580,7,290.875,0.41210938,291.125,48423340000000.0,425.6397733917481
17739,7,374.25,0.013671875,290.625,48496623000000.0,509.0147733917481
17898,7,305.75,-0.19335938,290.375,48544405000000.0,440.5147733917481
18057,7,244.375,-0.29492188,290.25,48564806000000.0,379.1397733917481
18216,7,213.125,-0.32910156,290.25,48565880000000.0,347.8897733917481
16150,6,574.625,0.025390625,291.375,48359453000000.0,709.3897733917481
16309,6,467.5,-0.03125,291.0,48429783000000.0,602.2647733917481
16468,6,346.375,-0.083984375,290.75,48504676000000.0,481.1397733917481
16627,6,305.625,0.06738281,290.625,48527760000000.0,440.3897733917481
16786,7,274.5,0.20898438,290.5,48507092000000.0,409.2647733917481
16945,7,298.25,0.18847656,290.625,48486423000000.0,433.0147733917481
17104,7,305.875,0.13867188,290.875,48453405000000.0,440.6397733917481
17263,7,274.25,0.4033203,291.375,48362942000000.0,409.0147733917481
17422,7,193.375,0.7861328,291.875,48300665000000.0,328.1397733917481
17581,7,263.5,0.5605469,291.375,48387907000000.0,398.2647733917481
17740,7,350.875,0.09765625,290.625,48493400000000.0,485.6397733917481
17899,7,302.25,-0.19335938,290.375,48552190000000.0,437.0147733917481
18058,7,226.75,-0.32617188,290.25,48570980000000.0,361.5147733917481
18217,7,196.0,-0.34765625,290.25,48575543000000.0,330.7647733917481
16151,6,554.625,-0.06933594,291.0,48399450000000.0,689.3897733917481
