grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
83,3,198.75,-0.05078125,288.75,48652584000000.0,198.75
94,3,195.625,-0.041015625,288.75,48665738000000.0,195.625
84,3,200.875,-0.0390625,288.625,48620104000000.0,200.875
95,3,194.5,-0.015625,288.75,48648558000000.0,194.5
85,3,201.875,0.0,288.625,48581986000000.0,201.875
96,3,200.375,0.025390625,288.75,48647752000000.0,200.375
