grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
83,3,330.125,-0.055664062,291.25,48257984000000.0,330.125
94,3,326.375,-0.047851562,291.25,48273285000000.0,326.375
84,3,317.375,-0.041992188,291.125,48233825000000.0,317.375
95,3,308.75,-0.018554688,291.125,48265770000000.0,308.75
85,3,301.625,-0.001953125,290.875,48204297000000.0,301.625
96,3,298.0,0.022460938,291.0,48273820000000.0,298.0
