grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
83,3,98.75,-0.037109375,285.625,49153753000000.0,98.75
94,3,99.125,-0.036132812,285.625,49173617000000.0,99.125
84,3,95.75,-0.041992188,285.5,49120467000000.0,95.75
95,3,95.875,-0.025390625,285.5,49155364000000.0,95.875
85,3,89.625,-0.0234375,285.375,49081544000000.0,89.625
96,3,96.0,-0.001953125,285.5,49153216000000.0,96.0
