grid,level_IND,upward_heat_flux_in_air,upward_air_velocity,air_temperature,m01s00i253,total_flux
15183,6,,0.5253906,291.0,48469780000000.0,
15342,6,,0.18066406,290.625,48549505000000.0,
15501,6,,-0.052734375,290.25,48611245000000.0,
15660,6,,-0.20996094,290.0,48639162000000.0,
15819,6,,-0.25976562,290.0,48643994000000.0,
15978,6,,-0.055664062,290.125,48639162000000.0,
16137,7,,0.078125,290.125,48608024000000.0,
16296,7,,0.16796875,290.375,48581180000000.0,
16455,7,,0.123046875,290.5,48564806000000.0,
16614,7,,0.03125,290.375,48582790000000.0,
16773,7,,-0.046875,290.125,48612587000000.0,
16932,7,,-0.12890625,290.0,48622788000000.0,
17091,6,,-0.0234375,290.125,48618493000000.0,
17250,6,,0.10839844,290.0,48616614000000.0,
17409,6,,0.18554688,290.125,48644530000000.0,
17568,6,,0.28027344,290.125,48619567000000.0,
17727,6,,0.087890625,290.25,48620370000000.0,
17886,7,,-0.07128906,290.0,48603192000000.0,
18045,6,,-0.13964844,290.375,48606145000000.0,
18204,6,,-0.14550781,290.375,48588160000000.0,
18363,6,,-0.08300781,290.375,48583060000000.0,
18522,6,,-0.05859375,290.25,48585744000000.0,
18681,6,,-0.05859375,290.25,48590844000000.0,
18840,6,,-0.07421875,290.25,48595944000000.0,
18999,6,,-0.12109375,290.25,48584940000000.0,
19158,6,,-0.115234375,290.25,48595944000000.0,
19317,7,,0.07324219,290.0,48601045000000.0,
19476,7,,0.115234375,290.125,48613124000000.0,
19635,7,,0.1015625,290.25,48617150000000.0,
19794,7,,0.10546875,290.25,48617150000000.0,
19953,7,,0.14550781,290.25,48611780000000.0,
15184,6,,0.5371094,291.375,48427635000000.0,
15343,6,,0.3642578,291.0,48495280000000.0,
15502,6,,0.107421875,290.625,48575543000000.0,
15661,6,,-0.123046875,290.25,48624935000000.0,
15820,6,,-0.15527344,290.0,48643457000000.0,
15979,6,,-0.08984375,290.0,48663053000000.0,
16138,7,,-0.13378906,290.0,48637283000000.0,
16297,7,,-0.041992188,290.25,48609098000000.0,
16456,7,,0.030273438,290.375,48574200000000.0,
16615,7,,0.013671875,290.25,48579840000000.0,
16774,7,,-0.09082031,290.125,48611245000000.0,
16933,7,,-0.15039062,290.0,48625204000000.0,
17092,6,,-0.017578125,290.125,48633794000000.0,
17251,6,,0.072265625,290.125,48636210000000.0,
17410,7,,-0.080078125,289.875,48642384000000.0,
17569,7,,-0.028320312,290.0,48642115000000.0,
17728,7,,-0.15332031,290.0,48621446000000.0,
17887,6,,-0.24609375,290.25,48605876000000.0,
18046,6,,-0.2265625,290.25,48588965000000.0,
18205,6,,-0.095703125,290.25,48581717000000.0,
18364,6,,-0.01953125,290.25,48579570000000.0,
18523,6,,0.020507812,290.25,48588160000000.0,
18682,6,,0.0087890625,290.25,48591650000000.0,
18841,6,,-0.015625,290.25,48595407000000.0,
19000,6,,-0.015625,290.125,48586818000000.0,
19159,6,,-0.0107421875,290.125,48589233000000.0,
19318,6,,0.06933594,290.25,48615540000000.0,
19477,7,,0.057617188,290.125,48615810000000.0,
19636,7,,0.051757812,290.125,48621714000000.0,
19795,7,,0.047851562,290.125,48623593000000.0,
19954,7,,0.07714844,290.25,48619835000000.0,
15185,6,,0.484375,291.5,48409113000000.0,
15344,6,,0.38085938,291.25,48453137000000.0,
15503,7,,0.22753906,290.625,48503870000000.0,
15662,7,,0.05078125,290.25,48573933000000.0,
15821,6,,-0.053710938,290.125,48640236000000.0,
15980,7,,-0.29589844,289.75,48657416000000.0,
16139,7,,-0.28125,289.875,48648826000000.0,
16298,7,,-0.14941406,290.125,48627083000000.0,
16457,7,,-0.036132812,290.25,48595944000000.0,
16616,7,,0.0029296875,290.25,48587890000000.0,
16775,7,,-0.09277344,290.125,48605876000000.0,
16934,7,,-0.15332031,290.0,48624667000000.0,
17093,6,,-0.0625,290.25,48639968000000.0,
17252,6,,-0.0859375,290.125,48643726000000.0,
17411,6,,-0.23828125,290.125,48639430000000.0,
17570,7,,-0.25390625,289.875,48631646000000.0,
17729,6,,-0.24511719,290.125,48616882000000.0,
17888,6,,-0.12792969,290.125,48593530000000.0,
18047,5,,0.018554688,290.375,48588697000000.0,
18206,6,,0.12109375,290.125,48587086000000.0,
18365,6,,0.15820312,290.25,48585207000000.0,
18524,6,,0.111328125,290.25,48594334000000.0,
18683,6,,0.13476562,290.25,48599166000000.0,
18842,6,,0.083984375,290.25,48601045000000.0,
19001,6,,0.13769531,290.125,48594870000000.0,
19160,6,,0.25878906,290.0,48599166000000.0,
19319,6,,0.18554688,290.25,48623593000000.0,
19478,7,,0.07910156,290.125,48620370000000.0,
19637,7,,0.034179688,290.125,48626278000000.0,
19796,7,,0.029296875,290.125,48626546000000.0,
19955,7,,0.0390625,290.125,48621714000000.0,
15186,6,,0.4404297,291.625,48402402000000.0,
15345,6,,0.32714844,291.375,48429514000000.0,
15504,6,,0.2265625,291.125,48479175000000.0,
15663,7,,0.22070312,290.625,48527493000000.0,
15822,7,,-0.016601562,290.125,48598897000000.0,
15981,7,,-0.2861328,289.875,48643726000000.0,
16140,7,,-0.29101562,289.875,48650974000000.0,
16299,7,,-0.19238281,290.125,48637550000000.0,
16458,7,,-0.10058594,290.25,48609098000000.0,
16617,7,,-0.06640625,290.25,48605610000000.0,
16776,7,,-0.12011719,290.125,48610977000000.0,
16935,7,,-0.16601562,290.0,48626010000000.0,
17094,7,,-0.18164062,289.875,48637820000000.0,
17253,6,,-0.14355469,290.125,48646947000000.0,
17412,6,,-0.11230469,290.0,48635404000000.0,
17571,6,,-0.08886719,290.125,48637015000000.0,
17730,6,,0.028320312,290.0,48620104000000.0,
17889,6,,0.19433594,290.125,48606950000000.0,
18048,6,,0.30371094,290.125,48603997000000.0,
18207,6,,0.26757812,290.25,48605070000000.0,
18366,6,,0.18164062,290.25,48603460000000.0,
18525,6,,0.13574219,290.25,48602120000000.0,
18684,6,,0.20800781,290.25,48613124000000.0,
18843,6,,0.19726562,290.25,48610710000000.0,
19002,6,,0.328125,290.125,48607756000000.0,
19161,6,,0.42382812,290.125,48628157000000.0,
19320,7,,0.18652344,290.0,48633257000000.0,
19479,7,,0.06933594,290.0,48631378000000.0,
19638,7,,0.028320312,290.0,48629230000000.0,
19797,7,,0.059570312,290.0,48630304000000.0,
19956,7,,0.06542969,290.125,48623325000000.0,
15187,6,,0.43554688,291.625,48403208000000.0,
15346,6,,0.27246094,291.5,48425756000000.0,
15505,6,,0.20214844,291.25,48456895000000.0,
15664,7,,0.328125,290.75,48483740000000.0,
15823,7,,0.171875,290.375,48557020000000.0,
15982,7,,-0.12695312,290.0,48623593000000.0,
16141,7,,-0.24316406,289.875,48652047000000.0,
16300,7,,-0.2861328,290.0,48645873000000.0,
16459,7,,-0.19921875,290.125,48613930000000.0,
16618,7,,-0.13378906,290.125,48601580000000.0,
