,altitude
1017.0,52.801334381103516
1018.0,66.11895751953125
1019.0,69.12918853759766
1020.0,91.54029846191406
1021.0,111.09745025634766
1022.0,120.48191833496094
1023.0,116.36395263671875
1024.0,112.31216430664062
1025.0,98.424072265625
1026.0,98.61065673828125
1027.0,90.89459991455078
1028.0,102.3681640625
1029.0,99.18437957763672
1030.0,25.33395004272461
1031.0,31.812999725341797
1032.0,32.01470947265625
1033.0,30.142011642456055
1034.0,23.803178787231445
1035.0,21.029367446899414
1036.0,9.995247840881348
1037.0,3.6714797019958496
1038.0,6.544013977050781
1039.0,7.309755325317383
1040.0,6.350695610046387
1041.0,6.333159446716309
1042.0,4.918153762817383
1043.0,8.353931427001953
1044.0,10.259520530700684
1045.0,13.08051586151123
1046.0,15.048833847045898
1047.0,16.466083526611328
1048.0,20.593097686767578
1049.0,28.223852157592773
1050.0,35.809471130371094
1051.0,35.3018798828125
1052.0,36.32555389404297
1053.0,32.05234146118164
1054.0,33.0078239440918
1055.0,35.162567138671875
1056.0,37.64823913574219
1057.0,36.564998626708984
1058.0,40.50483703613281
1059.0,39.50898742675781
1060.0,36.78395462036133
1061.0,34.61357498168945
1062.0,33.25697326660156
1063.0,35.895198822021484
1064.0,40.6282958984375
1065.0,43.10457229614258
1066.0,49.31901168823242
1067.0,57.61024475097656
1068.0,63.18738555908203
1069.0,90.57308197021484
1070.0,119.43801879882812
1071.0,127.3067398071289
1072.0,125.98937225341797
1073.0,114.96414184570312
1074.0,106.58935546875
1075.0,108.70572662353516
1076.0,99.17292785644531
1077.0,103.64051818847656
1078.0,105.20323181152344
1079.0,25.614870071411133
1080.0,31.725337982177734
1081.0,31.61687469482422
1082.0,27.166641235351562
1083.0,23.11992073059082
1084.0,20.690750122070312
1085.0,10.680135726928711
1086.0,3.8325719833374023
1087.0,5.327714443206787
1088.0,5.900744438171387
1089.0,7.147976875305176
1090.0,6.374915599822998
1091.0,5.161155700683594
1092.0,7.623653411865234
1093.0,10.795454978942871
1094.0,14.886964797973633
