,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
38.0,0.01233220271267202,0.0,0.3963044940443225,0.0,0.0,0.0,0.10680633258949018,0.0,0.3966866806964516,0.08787028995706364
39.0,0.0,0.0,0.16818472335535156,0.0,0.0,0.0,0.04204618083883789,0.0,0.5781304177593489,0.21163867804646164
40.0,0.0,0.0,0.1312707663399742,0.0,0.0,0.0,0.03281769158499355,0.0,0.5952402115381958,0.24067133053683643
41.0,0.0,0.0,0.0289507146894708,0.0,0.0,0.0,0.0072376786723677,0.0,0.5049628187273097,0.4588487879108518
42.0,0.0,0.0,0.005538731605790566,0.0,0.0,0.0,0.0013846829014476415,0.0,0.418363504879008,0.5747130806137538
43.0,0.0,0.0,0.05295179593650787,0.0,0.0,0.0,0.013237948984126967,0.0,0.5587813523717546,0.37502890270761047
44.0,0.0,0.0,0.06309678329265048,0.0,0.0,0.0,0.01577419582316262,0.0,0.5733913562906886,0.3477376645934983
45.0,0.0,0.0,0.004923568793436574,0.0,0.0,0.0,0.0012308921983591435,0.0,0.41553077630021895,0.5783147627079853
46.0,0.0,0.0,0.13657332073268266,0.0,0.0,0.0,0.03244653721246868,0.0,0.5939660397256776,0.23701410232917097
47.0,0.0,0.0,0.4253166753261803,0.0,0.0,0.0,0.0740208688287368,0.0,0.40771108465813877,0.09295137118694419
48.0,0.0,0.0,0.5936419507713802,0.0,0.0,0.0,0.09788216714898672,0.0,0.2630417326206673,0.04543414945896579
49.0,0.0,0.0,0.5051244228748373,0.0,0.0,0.0,0.08154271866215067,0.0,0.34508010618524854,0.0682527522777635
50.0,0.0,0.0,0.2211260210244514,0.0,0.0,0.0,0.05528150525611285,0.0,0.5428922144951681,0.18070025922426758
51.0,0.0,0.0,0.3165563462724028,0.0,0.0,0.0,0.0791390865681007,0.0,0.47333413353547915,0.13097043362401728
52.0,0.0,0.0,0.23076072297105407,0.0,0.0,0.0,0.05769018074276352,0.0,0.5360082745736194,0.17554082171256302
53.0,0.0,0.0,0.06332915651358194,0.0,0.0,0.0,0.015832289128395485,0.0,0.5736782594143872,0.34716029494363543
54.0,0.0,0.0,0.021862528654725134,0.0,0.0,0.0,0.005465632163681284,0.0,0.48279974557283717,0.48987209360875644
55.0,0.0,0.0,0.006833770197248483,0.0,0.0,0.0,0.0017084425493121207,0.0,0.4242248009698542,0.5672329862835852
56.0,0.0,0.0,0.11673837429420622,0.0,0.0,0.0,0.029184593573551555,0.0,0.5982961834555718,0.2557808486766705
57.0,0.0,0.0,0.1525553739551924,0.0,0.0,0.0,0.1592821346765934,0.0,0.522515922140713,0.1656465692275012
58.0,0.0,0.0,0.0025422864210843587,0.0,0.0,0.0,0.0455058923385208,0.0,0.5298629326344101,0.4220888886059848
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053111337786544914,0.0,0.5389799898686424,0.40790867234481276
60.0,0.0,0.0,0.09898766965760496,0.0,0.0,0.0,0.17881657321150563,0.0,0.5420971122609076,0.18009864486998184
61.0,0.0,0.0,0.26281313806420686,0.0,0.0,0.0,0.06570328451605172,0.0,0.5128357638156471,0.1586478136040944
62.0,0.0,0.0,0.2718422327293115,0.0,0.0,0.0,0.05072295114330174,0.0,0.5162939342642492,0.16114088186313758
63.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0
64.0,0.0,0.0,0.8976556661074208,0.0,0.0,0.0,0.09999991677610523,0.0,0.002258904426603399,8.551268987060101e-05
65.0,0.0,0.0,0.7787950619104685,0.0,0.0,0.0,0.09999837308190343,0.0,0.11038489492790166,0.01082167007972644
66.0,0.0,0.0,0.3512131404980808,0.0,0.0,0.0,0.06980836837821724,0.0,0.45801541825798986,0.12096307286571206
67.0,0.0,0.0,0.22571010208910502,0.0,0.0,0.0,0.15848745652849697,0.0,0.48018618674940405,0.13561625463299387
68.0,0.0,0.0,0.34914722502570306,0.0,0.0,0.0,0.08728680625642576,0.0,0.44850323703373934,0.11506273168413178
69.0,0.0,0.0,0.2840093376315466,0.0,0.0,0.0,0.07100233440788666,0.0,0.49738084130056764,0.14760748665999907
70.0,0.0,0.0,0.31684944031658363,0.0,0.0,0.0,0.07921236007914591,0.0,0.47311487454368206,0.13082332506058847
71.0,0.0,0.0,0.35323302894507064,0.0,0.0,0.0,0.08830825723626766,0.0,0.44531431136726024,0.1131444024514015
72.0,0.0,0.0,0.374202433205577,0.0,0.0,0.0,0.09355060830139425,0.0,0.4286235943977299,0.10362336409529882
73.0,0.0,0.0,0.32992562745979515,0.0,0.0,0.0,0.08248140686494879,0.0,0.4632655771999724,0.12432738847528357
74.0,0.0,0.0,0.2608048422762238,0.0,0.0,0.0,0.06520121056905595,0.0,0.5142950417504195,0.15969890540430076
75.0,0.0,0.0,0.0702126216858339,0.0,0.0,0.0,0.024504640618719785,0.0,0.586259372116349,0.3190233655790973
76.0,0.0,0.0,0.19652291237466973,0.0,0.0,0.0,0.31331687347785253,0.0,0.40055024247435683,0.0896099716731209
77.0,0.0,0.0,0.3712160116119888,0.0,0.0,0.0,0.0928040029029972,0.0,0.4310356722364322,0.10494431324858183
78.0,0.0,0.0,0.19663503194295723,0.0,0.0,0.0,0.04915875798573931,0.0,0.5599679222906057,0.19423828778069774
79.0,0.0,0.0,0.10082262563049382,0.0,0.0,0.0,0.025205656407623456,0.0,0.5979249230982813,0.2760467948636015
80.0,0.0,0.0,0.025848996765590833,0.0,0.0,0.0,0.2966841760343522,0.0,0.516312523324182,0.16115430387587493
81.0,0.0,0.0,0.13732200687103027,0.0,0.0,0.0,0.1525977021422679,0.0,0.5351649415395942,0.17491534944710774
82.0,0.0,0.0,0.08156119486572302,0.0,0.0,0.0,0.020390298716430756,0.0,0.5904175661342982,0.3076309402835481
83.0,0.0,0.0,0.03855801442041285,0.0,0.0,0.0,0.009639503605103213,0.0,0.5301442351793104,0.4216582467951735
84.0,0.0,0.0,0.023480358133521225,0.0,0.0,0.0,0.008707274913433606,0.0,0.4953539861106111,0.4724583808424341
85.0,0.0,0.0,0.04451123190012946,0.0,0.0,0.0,0.18323835418311998,0.0,0.5695101739460049,0.20274023997074564
86.0,0.0,0.0,0.04322822688465699,0.0,0.0,0.0,0.10732860277927075,0.0,0.5977865926806449,0.25165657765542737
87.0,0.0,0.0,0.2086428805610912,0.0,0.0,0.0,0.18711697920200268,0.0,0.4732955805363357,0.1309445597005705
88.0,0.0,0.0,0.19395097562877894,0.0,0.0,0.0,0.3657308657010636,0.0,0.3651515330887587,0.0751666255813987
89.0,0.0,0.0,0.260357147254403,0.0,0.0,0.0,0.2775099411570306,0.0,0.3809268813968116,0.08120603019175487
90.0,0.0,0.0,0.08713396929980528,0.0,0.0,0.0,0.02178349232495132,0.0,0.5935280567838025,0.29755448159144093
91.0,0.0,0.0,0.030039271821687873,0.0,0.0,0.0,0.007509817955421968,0.0,0.5080866035539018,0.4543643066689884
92.0,0.0,0.0,0.08898195521126921,0.0,0.0,0.0,0.022245488802817303,0.0,0.5943795529837942,0.29439300300211935
93.0,0.0,0.0,0.02996852158919433,0.0,0.0,0.0,0.0074921303972985825,0.0,0.507885758132274,0.45465358988123306
94.0,0.0,0.0,0.04728784482795795,0.0,0.0,0.0,0.011821961206989487,0.0,0.5487051563347299,0.39218503763032264
95.0,0.0,0.0,0.09561574388893737,0.0,0.0,0.0,0.023903935972234343,0.0,0.596753544231637,0.2837267759071913
96.0,0.0,0.0,0.17450079366952842,0.0,0.0,0.0,0.043625198417382105,0.0,0.5743419777807021,0.2075320301323874
97.0,0.0,0.0,0.260268939404963,0.0,0.0,0.0,0.06506723485124075,0.0,0.5146843088261893,0.15997951691760692
98.0,0.0,0.0,0.02108205662095563,0.0,0.0,0.0,0.005270514155238907,0.0,0.4801585027882615,0.49348892643554404
99.0,0.0,0.0,7.700205907474369e-05,0.0,0.0,0.0,1.9250514768685923e-05,0.0,0.3920889151983265,0.6078148322278301
100.0,0.0,0.0,1.3990394443034695e-06,0.0,0.0,0.0,3.4975986107586737e-07,0.0,0.39170707083343603,0.6082911803672586
101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916999999999967,0.6083000000000033
102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916999999999967,0.6083000000000033
103.0,0.0,0.0,0.02434404071838204,0.0,0.0,0.0,0.00608601017959551,0.0,0.490927434959533,0.47864251414248954
104.0,0.0,0.0,0.20927512977558588,0.0,0.0,0.0,0.05231878244389647,0.0,0.5512535957187569,0.18715249206176088
105.0,0.0,0.0,0.1405434895762216,0.0,0.0,0.0,0.0351358723940554,0.0,0.5919905395372286,0.23233009849249453
106.0,0.0,0.0,0.24808847997215586,0.0,0.0,0.0,0.062022119993038964,0.0,0.5235159735121456,0.16637342652265952
107.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.4072625,0.09273749999999997
108.0,0.0,0.0,0.6548943322927409,0.0,0.0,0.0,0.10000008560184133,0.0,0.21210945406200818,0.03299612804340968
109.0,0.0,0.0,0.6612717104447922,0.0,0.0,0.0,0.1000007787444945,0.0,0.20696584059574688,0.031761670214966425
110.0,0.0,0.0,0.43195231927238065,0.0,0.0,0.0,0.16631888174902426,0.0,0.33627942108497566,0.06544937789361949
111.0,0.0,0.0,0.13365285729172263,0.0,0.0,0.0,0.14344514035280162,0.0,0.5424992743889034,0.18040272796657242
112.0,0.0,0.0,0.11207545262652029,0.0,0.0,0.0,0.02801886315663007,0.0,0.5986399623760364,0.2612657218408132
113.0,0.0,0.0,0.24840187255363574,0.0,0.0,0.0,0.062100468138408936,0.0,0.5232891578570701,0.16620850145088528
114.0,0.0,0.0,0.05333702876527052,0.0,0.0,0.0,0.01333425719131763,0.0,0.5594143431124264,0.37391437093098545
115.0,0.0,0.0,0.017738741993678312,0.0,0.0,0.0,0.004434685498419578,0.0,0.4683706192842446,0.5094559532236576
116.0,0.0,0.0,0.08018214533580348,0.0,0.0,0.0,0.02004553633395087,0.0,0.5895157836472587,0.310256534682987
117.0,0.0,0.0,0.13250591449289542,0.0,0.0,0.0,0.033126478623223855,0.0,0.5948595562278262,0.2395080506560544
118.0,0.0,0.0,0.11088225958523935,0.0,0.0,0.0,0.02772056489630984,0.0,0.5986714027936577,0.26272577272479314
119.0,0.0,0.0,0.17982329965959026,0.0,0.0,0.0,0.044955824914897566,0.0,0.5710240010686406,0.20419687435687162
120.0,0.0,0.0,0.004712092258732621,0.0,0.0,0.0,0.0011780230646831551,0.0,0.41454967724123987,0.5795602074353443
121.0,0.0,0.0,0.02894704604422761,0.0,0.0,0.0,0.007236761511056902,0.0,0.5049521689232047,0.4588640235215108
122.0,0.0,0.0,0.5261535273657535,0.0,0.0,0.0,0.07817479551429626,0.0,0.3316491777432051,0.06402249937674509
123.0,0.0,0.0,0.3661342074511179,0.0,0.0,0.0,0.08705848883213167,0.0,0.43796451481916937,0.1088427888975812
124.0,0.0,0.0,0.35900703838725956,0.0,0.0,0.0,0.08972098105422772,0.0,0.44079350359402847,0.1104784769644842
125.0,0.0,0.0,0.5134223921791048,0.0,0.0,0.0,0.09323507219680688,0.0,0.32986242223568357,0.06348011338840476
126.0,0.0,0.0,0.7674598528244119,0.0,0.0,0.018034226113975742,0.08527478859614114,0.0,0.11719374061576625,0.012037391849704968
127.0,0.0,0.0,0.09467299420382155,0.0,0.0,0.5961795242455223,0.014776985558736671,0.0,0.2517388828482297,0.042631613143689795
128.0,0.0,0.0,0.0,0.0,0.0,0.9498253014682708,0.0,0.0,0.04747782451228325,0.0026968740194459814
129.0,0.0,0.0,0.011223631016443011,0.0,0.0,0.9719389478297117,0.002805907754110753,0.0,0.013477429328410144,0.000554084071324434
130.0,0.0,0.0,0.5424516252811143,0.0,0.0,0.13497430273847413,0.08650337113015134,0.0,0.2048222485060946,0.031248452344165623
131.0,0.023101357738593592,0.0,0.8635195386905808,0.0,0.0,0.0,0.11337910357082556,0.0,0.0,0.0
132.0,0.07167179935947907,0.0,0.8160806279442391,0.0,0.0,0.0,0.11224757269628186,0.0,0.0,0.0
133.0,0.0,0.0,0.8702722815131031,0.0,0.0,0.0,0.11544651546434137,0.0,0.013716186290790263,0.0005650167317652974
134.0,0.0,0.0,0.6560224558654729,0.0,0.0,0.0,0.1000008195210482,0.0,0.21119931767350664,0.032777406939972276
135.0,0.0,0.0,0.4017884769977079,0.0,0.0,0.0,0.09999999999999999,0.0,0.4060493420838576,0.09216218091843448
136.0,0.0,0.0,0.5519132104439024,0.0,0.0,0.0,0.1,0.0,0.29456417483100766,0.053522614725089956
137.0,0.0,0.0,0.7759903723156348,0.0,0.0,0.0,0.10000000000000002,0.0,0.11276899223499882,0.011240635449366404
138.0,0.0,0.0,0.9,0.0,0.0,0.0,0.10000000000000003,0.0,0.0,0.0
139.0,0.0,0.0,0.9000000000000001,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0
140.0,0.0,0.0,0.9,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0
141.0,0.0,0.0,0.8954032909545278,0.0,0.0,0.0,0.1,0.0,0.004426748104642256,0.00016996094082999576
142.0,0.0,0.0,0.4571903187075578,0.0,0.0,0.0,0.1,0.0,0.36697454273638497,0.07583513855605734
143.0,0.0,0.0,0.1258229210971836,0.0,0.0,0.0,0.7168873836646454,0.0,0.14065268125495395,0.016637013983217097
144.0,0.0,0.0,0.12231433888201546,0.0,0.0,0.0,0.7248052564401822,0.0,0.1369976432131541,0.01588276146464826
145.0,0.0,0.0,0.25438873709995086,0.0,0.0,0.0,0.432583959821663,0.0,0.2666822483008925,0.04634505477749362
146.0,0.0,0.0,0.40950498762097615,0.0,0.0,0.0,0.12673816377801178,0.0,0.38208402286919974,0.08167282573181234
147.0,0.0,0.0,0.40498805335184607,0.0,0.0,0.0,0.11018320125161986,0.0,0.3968747667178191,0.0879539786787148
148.0,0.0,0.0,0.40332137244552135,0.0,0.0,0.0,0.10498562543422434,0.0,0.4016019135861302,0.09009108853412418
149.0,0.0,0.0,0.28883070654691084,0.0,0.0,0.0,0.07220767663672771,0.0,0.4938485115764283,0.14511310523993326
150.0,0.0,0.0,0.09446751172581237,0.0,0.0,0.0,0.023616877931453093,0.0,0.5964159249230131,0.2854996854197215
151.0,0.0,0.0,0.19663776015961365,0.0,0.0,0.0,0.04915944003990341,0.0,0.559966071761934,0.19423672803854886
152.0,0.0,0.0,0.32177985407623594,0.0,0.0,0.0,0.08044496351905898,0.0,0.4694170909087483,0.12835809149595678
153.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.10000000000000002,0.0,0.4072625,0.09273749999999997
154.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.4072625,0.09273749999999997
155.0,0.0,0.0,0.30811912953009685,0.0,0.0,0.0,0.07702978238252421,0.0,0.47962124569560827,0.13522984239177072
156.0,0.0,0.0,0.3671023570441706,0.0,0.0,0.0,0.0939647019300264,0.0,0.43293518951632726,0.10599775150947566
157.0,0.0,0.0,0.4120878955964475,0.0,0.0,0.0,0.2310201719424015,0.0,0.3015063298704366,0.0553856025907144
158.0,0.0,0.0,0.19577277062407367,0.0,0.0,0.0,0.04894319265601842,0.0,0.5605520234343061,0.19473201328560175
159.0,0.0,0.0,0.34477717780390416,0.0,0.0,0.0,0.08619429445097604,0.0,0.45189311368449436,0.11713541406062555
160.0,0.0,0.0,0.8960680616706765,0.0,0.0,0.0,0.10393193832932351,0.0,0.0,0.0
161.0,0.0,0.0,0.6257778916998489,0.0,0.0,0.0,0.09915836365054398,0.0,0.2362306720720624,0.03883307257754487
162.0,0.0,0.0,0.44263963009550467,0.0,0.0,0.0,0.09999838310345951,0.0,0.37751331235917107,0.07984867444186478
163.0,0.0,0.0,0.4274630322043165,0.0,0.0,0.0,0.10000090358241745,0.0,0.3882971824959442,0.08423888171732191
164.0,0.0,0.0,0.4959539717764564,0.0,0.0,0.0,0.09999867289276708,0.0,0.3380453449993736,0.0660020103314029
165.0,0.0,0.0,0.5103771819482349,0.0,0.0,0.0,0.09999894930848424,0.0,0.32700273543247776,0.0626211333108031
166.0,0.0,0.0,0.5578327453445578,0.0,0.0,0.0,0.09999928479936275,0.0,0.2898817767610654,0.05228619309501409
167.0,0.0,0.0,0.8985749063122583,0.0,0.0,0.0,0.10000017833734047,0.0,0.001373214911107658,5.1700439293591964e-05
168.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0
169.0,0.0,0.0,0.8953703916832684,0.0,0.0,0.0,0.10000017239278523,0.0,0.004458229925140771,0.00017120599880571588
170.0,0.0,0.0,0.7874988667731349,0.0,0.0,0.0,0.10000000000013093,0.0,0.102939447128369,0.009561686098365219
171.0,0.0,0.0,0.5305697146856082,0.0,0.0,0.0,0.09814503570512108,0.0,0.3127841654472008,0.05850108416206995
172.0,0.0,0.0,0.3924996344432731,0.0,0.0,0.0,0.09812490861081828,0.0,0.4135724630368609,0.09580299390904778
173.0,0.0,0.0,0.2578295852316001,0.0,0.0,0.0,0.06445739630790003,0.0,0.5164554839948152,0.1612575344656847
174.0,0.0,0.0,0.1841165725954727,0.0,0.0,0.0,0.046029143148868176,0.0,0.5682757695857444,0.2015785146699146
175.0,0.0,0.0,0.08362555175405773,0.0,0.0,0.0,0.02090638793851443,0.0,0.591667693204272,0.30380036710315583
176.0,0.0,0.0,0.06852919955146279,0.0,0.0,0.0,0.017132299887865698,0.0,0.5795816337679469,0.33475686679272443
177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916999999999967,0.6083000000000033
178.0,0.0,0.0,0.03173447097063641,0.0,0.0,0.0,0.007933617742659103,0.0,0.512809281747405,0.44752262953929955
179.0,0.0,0.0,0.0471061750814459,0.0,0.0,0.0,0.011776543770361475,0.0,0.5483573877266619,0.3927598934215307
180.0,0.0,0.0,0.12311669596194653,0.0,0.0,0.32043957072113366,0.030779173990486634,0.0,0.4243405410578355,0.10132401826859772
181.0,0.0,0.0,0.1755950662321735,0.0,0.0,0.5610091838646328,0.043898766558043374,0.0,0.1914337641671808,0.02806321917796939
182.0,0.0,0.0,0.5096258570731149,0.0,0.0,0.0,0.1510489377243528,0.0,0.2876287236644769,0.051696481538055505
183.0,0.0,0.0,0.5572285456653963,0.0,0.0,0.0,0.15028674253421723,0.0,0.25022578539817864,0.04225892640220791
184.0,0.0,0.0,0.5942148424146035,0.0,0.0,0.0,0.16780658565093975,0.0,0.206361637384697,0.031616934549759695
185.0,0.0,0.0,0.2477348514152517,0.0,0.0,0.0,0.660546271736499,0.0,0.08488917665597359,0.006829700192275703
186.0,0.0,0.0,0.8299485643433804,0.0,0.0,0.0,0.109604334262522,0.0,0.05690154978870465,0.003545551605392952
187.0,0.0,0.0,0.9,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.0
188.0,0.0,0.0,0.9,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0
189.0,0.0,0.0,0.8995839864336819,0.0,0.0,0.0,0.10000020741014472,0.0,0.00040080352421752554,1.500263195584737e-05
190.0,0.0,0.0,0.790362438679872,0.0,0.0,0.0,0.10000095276556205,0.0,0.10047529240635873,0.009161316148207282
191.0,0.0,0.0,0.5521693412819546,0.0,0.0,0.0,0.10000341229830188,0.0,0.2943591045439876,0.05346814187575588
192.0,0.0,0.0,0.23615726317437577,0.0,0.0,0.0,0.33751665578566614,0.0,0.35481685064328455,0.07150923039667356
193.0,0.0,0.0,0.20984359430643446,0.0,0.0,0.0,0.06409473766193098,0.0,0.5442953797597018,0.18176628827193286
194.0,0.0,0.0,0.25768940554176506,0.0,0.0,0.0,0.06062768310486537,0.0,0.5187596773545315,0.162923233998838
195.0,0.07777186291381138,0.0,0.1481422075070228,0.0,0.0,0.0,0.04245826738100132,0.0,0.547445525096863,0.1841821371013016
196.0,0.10460108816692075,0.0,0.2075249767905287,0.0,0.0,0.0,0.07057737551948422,0.0,0.48107276012326095,0.13622379939980545
197.0,0.0,0.0,0.11725326269151023,0.0,0.0,0.0,0.7361652118452587,0.0,0.1317574957473952,0.01482402971583588
198.0,0.0,0.0,0.26859818668035357,0.0,0.0,0.0,0.13379631004883824,0.0,0.46931502416162607,0.12829047910918212
199.0,0.0,0.0,0.3480890555130956,0.0,0.0,0.0,0.0870222638782739,0.0,0.44932601381687626,0.11556266679175425
200.0,0.0,0.0,0.23522036704306257,0.0,0.0,0.0,0.05880509176076564,0.0,0.5328040695295488,0.17317047166662292
201.0,0.0,0.0,0.04488386606387202,0.0,0.0,0.0,0.011220966515968005,0.0,0.5439747732613885,0.39992039415877145
202.0,0.0,0.0,0.006310430447249956,0.0,0.0,0.0,0.001577607611812489,0.0,0.4218727662785601,0.5702391956623775
203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916999999999967,0.6083000000000033
204.0,0.0,0.0,0.04765149949488227,0.0,0.0,0.0,0.011912874873720567,0.0,0.54939659045453,0.3910390351768671
205.0,0.0,0.0,0.1305359497355659,0.0,0.0,0.0,0.032633987433891475,0.0,0.5954585108251216,0.24137155200542104
206.0,0.0,0.0,0.18426169092455932,0.0,0.0,0.0,0.04606542273113983,0.0,0.5681818579618206,0.20149102838248023
207.0,0.0,0.0,0.12959368810149938,0.0,0.0,0.0,0.032111548293400016,0.0,0.5957937455366611,0.2425010180684395
208.0,0.0,0.0,0.32163874364799666,0.0,0.0,0.0,0.07994148123469945,0.0,0.4698047010495404,0.1286150740677634
209.0,0.0,0.0,0.2911990261185345,0.0,0.0,0.0,0.07279975652963362,0.0,0.4921104188293399,0.14389079852249187
210.0,0.0,0.0,0.3978614381100216,0.0,0.0,0.0,0.0994653595275054,0.0,0.40907011862520687,0.09360308373726606
211.0,0.0,0.0,0.34389503777924135,0.0,0.0,0.0,0.08597375944481034,0.0,0.4525748601673881,0.1175563426085603
212.0,0.0,0.0,0.1114755477977614,0.0,0.0,0.0,0.02786888694944035,0.0,0.598658745104687,0.2619968201481113
213.0,0.0,0.0,0.04844977401192998,0.0,0.0,0.0,0.012112443502982495,0.0,0.5508925155294624,0.3885452669556252
214.0,0.0,0.0,0.20164756646768306,0.0,0.0,0.0,0.050411891616920765,0.0,0.5565438792422858,0.1913966626731105
215.0,0.0,0.0,0.24744271301341061,0.0,0.0,0.0,0.12299624592807991,0.0,0.4883216971858942,0.14123934387261533
216.0,0.0,0.0,0.16861978115405857,0.0,0.0,0.0,0.14068573995847586,0.0,0.5239820321935722,0.1667124466938935
217.0,0.0,0.0,0.014196575549588948,0.0,0.0,0.0,0.003549143887397237,0.0,0.45501556987846725,0.5272387106845465
218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916999999999967,0.6083000000000033
219.0,0.0,0.0,0.019233636619042867,0.0,0.0,0.0,0.004808409154760717,0.0,0.4737373280602185,0.502220626165978
220.0,0.0,0.0,0.13739615825540308,0.0,0.0,0.0,0.03434903956385077,0.0,0.5931914472571232,0.23506335492362285
