,altitude
1.0,8.69396686553955
2.0,10.005255699157715
3.0,12.006498336791992
4.0,13.921195983886719
5.0,14.08994197845459
6.0,14.236981391906738
7.0,13.832833290100098
8.0,12.16199016571045
9.0,10.253260612487793
10.0,8.433088302612305
11.0,8.013039588928223
12.0,7.728875160217285
13.0,8.126123428344727
14.0,8.083674430847168
15.0,7.9854936599731445
16.0,8.958446502685547
17.0,9.058399200439453
18.0,7.944929599761963
19.0,7.718291759490967
20.0,8.351099014282227
21.0,9.27855110168457
22.0,9.09436321258545
23.0,7.910435676574707
24.0,6.842153549194336
25.0,7.406379699707031
26.0,8.345312118530273
27.0,6.715892791748047
28.0,4.141306400299072
29.0,2.9426369667053223
30.0,3.5041441917419434
31.0,4.7009358406066895
32.0,5.055756092071533
33.0,6.45210599899292
34.0,7.455898761749268
35.0,7.885797500610352
36.0,8.540823936462402
37.0,9.572927474975586
38.0,10.2074613571167
39.0,10.26265811920166
40.0,9.49265193939209
41.0,7.997745037078857
42.0,9.203812599182129
43.0,9.764087677001953
44.0,8.750348091125488
45.0,9.060138702392578
46.0,9.395787239074707
47.0,10.448720932006836
48.0,9.681015968322754
49.0,10.596590995788574
50.0,10.008929252624512
51.0,9.541786193847656
52.0,9.117846488952637
53.0,8.995274543762207
54.0,8.798492431640625
55.0,8.842391967773438
56.0,8.823966026306152
57.0,7.9718194007873535
58.0,8.646872520446777
59.0,10.68040943145752
60.0,10.705867767333984
61.0,9.993328094482422
62.0,9.15509033203125
63.0,8.520915031433105
64.0,7.5578532218933105
65.0,7.361257553100586
66.0,10.14494800567627
67.0,12.741812705993652
68.0,12.700169563293457
69.0,14.64526081085205
70.0,15.781941413879395
71.0,16.720169067382812
72.0,19.799129486083984
73.0,21.7434024810791
74.0,21.72718048095703
75.0,22.18571662902832
76.0,22.658065795898438
77.0,22.713443756103516
78.0,23.169998168945312
79.0,25.319650650024414
80.0,29.400121688842773
81.0,33.24994659423828
82.0,34.55754852294922
83.0,34.49121856689453
84.0,33.830596923828125
85.0,36.05379867553711
86.0,36.422306060791016
87.0,36.532283782958984
88.0,36.31698226928711
89.0,35.98463439941406
90.0,35.63795852661133
91.0,36.06265640258789
92.0,37.45122146606445
93.0,40.27071762084961
94.0,43.508506774902344
95.0,47.130802154541016
96.0,50.330360412597656
97.0,51.14764404296875
98.0,48.507179260253906
99.0,44.70314407348633
100.0,41.128684997558594
101.0,39.571956634521484
102.0,39.515804290771484
103.0,38.24222183227539
104.0,36.43033218383789
105.0,34.74186325073242
106.0,34.67258834838867
107.0,35.02077865600586
108.0,35.37627029418945
109.0,35.197105407714844
110.0,34.1981086730957
111.0,33.95193862915039
112.0,33.429954528808594
113.0,33.181556701660156
114.0,33.228153228759766
115.0,34.426719665527344
116.0,37.58489227294922
117.0,41.17347717285156
118.0,44.70930099487305
119.0,47.460914611816406
120.0,48.80289077758789
121.0,49.227962493896484
122.0,46.68581771850586
123.0,44.32445526123047
124.0,43.35276412963867
125.0,45.41920471191406
126.0,45.62033462524414
127.0,42.85034942626953
128.0,38.88236618041992
129.0,38.00215148925781
130.0,38.0
131.0,38.36148452758789
132.0,41.92286682128906
133.0,46.54792404174805
134.0,48.657249450683594
135.0,51.24599838256836
136.0,54.469261169433594
137.0,56.29914855957031
138.0,53.61494064331055
139.0,48.56201934814453
140.0,44.97732162475586
141.0,45.16233444213867
142.0,43.0036735534668
143.0,43.59408950805664
144.0,44.71284484863281
145.0,47.21833038330078
146.0,50.19392013549805
147.0,52.32125473022461
148.0,54.40986251831055
149.0,54.65205001831055
150.0,54.062129974365234
151.0,52.63193130493164
152.0,50.573516845703125
153.0,49.450313568115234
154.0,50.19447326660156
155.0,49.122432708740234
156.0,44.47645568847656
157.0,42.87360763549805
158.0,45.561912536621094
159.0,48.866432189941406
160.0,11.283048629760742
161.0,12.336343765258789
162.0,14.158644676208496
163.0,16.858243942260742
164.0,18.832862854003906
165.0,19.627382278442383
166.0,17.75449562072754
167.0,16.517038345336914
168.0,14.350154876708984
169.0,10.868574142456055
170.0,10.013540267944336
171.0,9.244231224060059
172.0,8.622849464416504
173.0,8.579038619995117
174.0,8.382146835327148
175.0,8.708389282226562
176.0,9.040414810180664
177.0,7.488799095153809
178.0,6.894655704498291
179.0,7.3652544021606445
180.0,8.372093200683594
181.0,9.22802448272705
182.0,8.14814281463623
183.0,6.264500141143799
184.0,4.679891586303711
185.0,7.999353408813477
186.0,4.45296049118042
187.0,2.0036144256591797
188.0,2.9987099170684814
189.0,3.4709317684173584
190.0,4.491194725036621
191.0,6.679522514343262
192.0,7.903480052947998
193.0,8.39612865447998
194.0,7.7355804443359375
195.0,7.464510440826416
196.0,8.317178726196289
197.0,9.048256874084473
198.0,10.594534873962402
199.0,10.832917213439941
200.0,8.331010818481445
201.0,9.257081985473633
202.0,8.496373176574707
203.0,8.52800178527832
204.0,9.234643936157227
205.0,9.157746315002441
206.0,9.008137702941895
207.0,9.037149429321289
208.0,9.615555763244629
209.0,9.182536125183105
210.0,9.208224296569824
211.0,9.10457706451416
212.0,8.899346351623535
213.0,8.94652271270752
214.0,9.438764572143555
215.0,9.850371360778809
216.0,10.36707878112793
217.0,10.800225257873535
218.0,10.578690528869629
219.0,9.888910293579102
220.0,9.642525672912598
221.0,9.123161315917969
222.0,9.042959213256836
223.0,9.67418098449707
224.0,8.204039573669434
225.0,10.161564826965332
226.0,12.348749160766602
227.0,12.269509315490723
228.0,12.567824363708496
229.0,12.527809143066406
230.0,13.469743728637695
231.0,16.169191360473633
232.0,17.188329696655273
233.0,17.628917694091797
234.0,17.730613708496094
235.0,18.13500213623047
236.0,19.35769271850586
237.0,21.01679039001465
238.0,24.20743751525879
239.0,27.7078800201416
240.0,30.2602481842041
241.0,31.285863876342773
242.0,31.790056228637695
243.0,35.7006950378418
244.0,36.3803825378418
245.0,36.35743713378906
246.0,35.63584899902344
247.0,35.64438247680664
248.0,35.56639099121094
249.0,36.14781188964844
250.0,36.18556594848633
251.0,36.897865295410156
252.0,40.152652740478516
253.0,44.506935119628906
254.0,48.76865768432617
255.0,51.52117156982422
256.0,50.95035171508789
257.0,47.167179107666016
258.0,43.43840408325195
259.0,40.53528594970703
260.0,38.687625885009766
261.0,37.661842346191406
262.0,35.74005126953125
263.0,36.02806091308594
264.0,35.504066467285156
265.0,35.47807312011719
266.0,35.059593200683594
267.0,36.74473571777344
268.0,37.99966049194336
269.0,36.66535568237305
270.0,35.56372833251953
271.0,34.46659469604492
272.0,33.527530670166016
273.0,33.663326263427734
274.0,36.05752944946289
275.0,40.60231399536133
276.0,43.36857604980469
277.0,45.915775299072266
278.0,48.79807662963867
279.0,51.10779571533203
280.0,51.52103805541992
281.0,47.42900085449219
282.0,45.32798385620117
283.0,46.3315544128418
284.0,48.32735061645508
285.0,48.850337982177734
286.0,46.118282318115234
287.0,40.459049224853516
288.0,38.25489044189453
289.0,38.0
290.0,38.0
291.0,39.06966781616211
292.0,41.89421081542969
293.0,44.47320556640625
294.0,47.21204376220703
295.0,50.30673599243164
296.0,52.58543395996094
297.0,53.044456481933594
298.0,49.79745101928711
299.0,44.230125427246094
300.0,44.15686798095703
301.0,41.93941879272461
302.0,42.41391372680664
303.0,42.54730224609375
304.0,45.58135223388672
305.0,49.01877212524414
306.0,50.7121696472168
307.0,52.20658493041992
308.0,51.72432327270508
309.0,50.420249938964844
310.0,49.2598991394043
311.0,48.48783874511719
312.0,48.499393463134766
313.0,49.76508712768555
314.0,49.03904342651367
315.0,44.723121643066406
316.0,43.12299728393555
317.0,43.87179183959961
318.0,46.46819305419922
319.0,15.03604793548584
320.0,16.15675926208496
321.0,16.701269149780273
322.0,19.64718246459961
323.0,21.17328453063965
324.0,22.144729614257812
325.0,21.082902908325195
326.0,20.80230712890625
327.0,19.32486343383789
328.0,18.37539291381836
329.0,15.615828514099121
330.0,13.924413681030273
331.0,13.225650787353516
332.0,11.79367446899414
333.0,10.621820449829102
334.0,9.635773658752441
335.0,9.574542045593262
336.0,8.042532920837402
337.0,7.339746952056885
338.0,7.940637588500977
339.0,8.396430969238281
340.0,8.79028034210205
341.0,8.41387939453125
342.0,6.420987129211426
343.0,5.246779441833496
344.0,5.4755425453186035
345.0,3.663438320159912
346.0,4.140981674194336
347.0,4.636826992034912
348.0,5.558317184448242
349.0,6.898736953735352
350.0,7.77698278427124
351.0,8.476768493652344
352.0,8.73544692993164
353.0,7.867215633392334
354.0,7.462641716003418
355.0,7.132845878601074
356.0,7.095077037811279
357.0,9.281140327453613
358.0,9.34520435333252
359.0,8.206997871398926
360.0,8.631486892700195
361.0,8.575557708740234
362.0,9.412096977233887
363.0,10.196893692016602
364.0,9.924966812133789
365.0,9.580060958862305
366.0,10.034116744995117
367.0,8.515260696411133
368.0,7.903550148010254
369.0,8.466609001159668
370.0,9.183003425598145
371.0,9.219825744628906
372.0,8.514815330505371
373.0,8.22750186920166
374.0,8.494063377380371
375.0,9.356010437011719
376.0,9.00151538848877
377.0,8.568090438842773
378.0,8.992408752441406
379.0,9.053574562072754
380.0,9.907329559326172
381.0,12.30536937713623
382.0,11.490145683288574
383.0,10.074450492858887
384.0,11.28230094909668
385.0,11.470953941345215
386.0,11.34609603881836
387.0,11.519618034362793
388.0,11.90529727935791
389.0,12.85894775390625
390.0,14.127758026123047
391.0,14.96590518951416
392.0,15.38988971710205
393.0,16.085880279541016
394.0,17.62211799621582
395.0,17.92815589904785
396.0,19.317977905273438
397.0,24.11183738708496
398.0,26.670896530151367
399.0,28.263282775878906
400.0,28.49983787536621
401.0,29.29895782470703
402.0,33.53782272338867
