,hour,grids
1498,12.0,18684
1499,12.0,18685
1500,12.0,18686
1501,12.0,18687
1502,12.0,18688
1503,12.0,18689
1504,12.0,18690
1505,12.0,18691
1506,12.0,18692
1507,12.0,18693
1508,12.0,18694
1509,12.0,18695
1510,12.0,18696
1511,12.0,18697
1512,12.0,18697
1513,12.0,18698
1514,12.0,18699
1515,12.0,18700
1516,12.0,18701
1517,12.0,18702
1518,12.0,18703
1519,12.0,18704
1520,12.0,18705
1521,12.0,18706
1522,12.0,18707
1523,12.0,18708
1524,12.0,18709
1525,12.0,18710
1526,12.0,18711
1527,12.0,18712
1528,12.0,18712
1529,12.0,18713
1530,12.0,18714
1531,12.0,18715
1532,12.0,18716
1533,12.0,18717
1534,12.0,18718
1535,12.0,18719
1536,12.0,18720
1537,12.0,18721
1538,12.0,18722
1539,12.0,18723
1540,12.0,18724
1541,12.0,18725
1542,12.0,18726
1543,12.0,18727
1544,12.0,18727
1545,12.0,18728
1546,12.0,18729
1547,12.0,18730
1548,12.0,18731
1549,12.0,18732
1550,12.0,18733
1551,12.0,18734
1552,12.0,18735
1553,12.0,18736
1554,12.0,18737
1555,12.0,18738
1556,12.0,18739
1557,12.0,18740
1558,12.0,18741
1559,12.0,18742
1560,12.0,18840
1561,12.0,18841
1562,12.0,18842
1563,12.0,18843
1564,12.0,18844
1565,12.0,18845
1566,12.0,18846
1567,12.0,18847
1568,12.0,18848
1569,12.0,18849
1570,12.0,18850
1571,12.0,18851
1572,12.0,18852
1573,12.0,18853
1574,12.0,18854
1575,12.0,18855
1576,12.0,18856
1577,12.0,18856
1578,12.0,18857
1579,12.0,18858
1580,12.0,18859
1581,12.0,18860
1582,12.0,18861
1583,12.0,18862
1584,12.0,18863
1585,12.0,18864
1586,12.0,18865
1587,12.0,18866
1588,12.0,18867
1589,12.0,18868
1590,12.0,18869
1591,12.0,18870
1592,12.0,18871
1593,12.0,18871
1594,12.0,18872
1595,12.0,18873
1596,12.0,18874
1597,12.0,18875
1598,12.0,18876
1599,12.0,18877
1600,12.0,18878
1601,12.0,18879
1602,12.0,18880
1603,12.0,18881
1604,12.0,18882
1605,12.0,18883
1606,12.0,18884
1607,12.0,18885
1608,12.0,18886
1609,12.0,18886
1610,12.0,18887
1611,12.0,18888
1612,12.0,18889
1613,12.0,18890
1614,12.0,18891
1615,12.0,18892
1616,12.0,18893
1617,12.0,18894
1618,12.0,18895
1619,12.0,18896
1620,12.0,18897
1621,12.0,18898
1622,12.0,18899
1623,12.0,18900
1624,12.0,18901
1625,12.0,18999
1626,12.0,19000
1627,12.0,19001
1628,12.0,19002
1629,12.0,19003
1630,12.0,19004
1631,12.0,19005
1632,12.0,19006
1633,12.0,19007
1634,12.0,19008
1635,12.0,19009
1636,12.0,19010
1637,12.0,19011
1638,12.0,19012
1639,12.0,19013
1640,12.0,19014
1641,12.0,19015
1642,12.0,19015
1643,12.0,19016
1644,12.0,19017
1645,12.0,19018
1646,12.0,19019
1647,12.0,19020
1648,12.0,19021
1649,12.0,19022
1650,12.0,19023
1651,12.0,19024
1652,12.0,19025
1653,12.0,19026
1654,12.0,19027
1655,12.0,19028
1656,12.0,19029
1657,12.0,19030
1658,12.0,19030
1659,12.0,19031
1660,12.0,19032
1661,12.0,19033
1662,12.0,19034
1663,12.0,19035
1664,12.0,19036
1665,12.0,19037
1666,12.0,19038
1667,12.0,19039
1668,12.0,19040
1669,12.0,19041
1670,12.0,19042
1671,12.0,19043
1672,12.0,19044
1673,12.0,19045
1674,12.0,19045
1675,12.0,19046
1676,12.0,19047
1677,12.0,19048
1678,12.0,19049
1679,12.0,19050
1680,12.0,19051
1681,12.0,19052
1682,12.0,19053
1683,12.0,19054
1684,12.0,19055
1685,12.0,19056
1686,12.0,19057
1687,12.0,19058
1688,12.0,19059
1689,12.0,19060
1690,12.0,19158
1691,12.0,19159
1692,12.0,19160
1693,12.0,19161
1694,12.0,19162
1695,12.0,19163
1696,12.0,19164
1697,12.0,19165
1698,12.0,19166
1699,12.0,19167
1700,12.0,19168
1701,12.0,19169
1702,12.0,19170
1703,12.0,19171
1704,12.0,19172
1705,12.0,19173
1706,12.0,19174
1707,12.0,19174
1708,12.0,19175
1709,12.0,19176
1710,12.0,19177
1711,12.0,19178
1712,12.0,19179
1713,12.0,19180
1714,12.0,19181
1715,12.0,19182
1716,12.0,19183
1717,12.0,19184
1718,12.0,19185
1719,12.0,19186
1720,12.0,19187
1721,12.0,19188
1722,12.0,19189
1723,12.0,19189
1724,12.0,19190
1725,12.0,19191
1726,12.0,19192
1727,12.0,19193
1728,12.0,19194
1729,12.0,19195
1730,12.0,19196
1731,12.0,19197
1732,12.0,19198
1733,12.0,19199
1734,12.0,19200
1735,12.0,19201
1736,12.0,19202
1737,12.0,19203
1738,12.0,19204
1739,12.0,19204
1740,12.0,19205
1741,12.0,19206
1742,12.0,19207
1743,12.0,19208
1744,12.0,19209
1745,12.0,19210
1746,12.0,19211
1747,12.0,19212
1748,12.0,19213
1749,12.0,19214
1750,12.0,19215
1751,12.0,19216
1752,12.0,19217
1753,12.0,19218
1754,12.0,19219
1755,12.0,19317
1756,12.0,19318
1757,12.0,19319
1758,12.0,19320
1759,12.0,19321
1760,12.0,19322
1761,12.0,19323
1762,12.0,19324
1763,12.0,19325
1764,12.0,19326
1765,12.0,19327
1766,12.0,19328
1767,12.0,19329
1768,12.0,19330
1769,12.0,19331
1770,12.0,19332
1771,12.0,19333
1772,12.0,19333
1773,12.0,19334
1774,12.0,19335
1775,12.0,19336
1776,12.0,19337
1777,12.0,19338
1778,12.0,19339
1779,12.0,19340
1780,12.0,19341
1781,12.0,19342
1782,12.0,19343
1783,12.0,19344
1784,12.0,19345
1785,12.0,19346
1786,12.0,19347
1787,12.0,19348
1788,12.0,19348
1789,12.0,19349
1790,12.0,19350
1791,12.0,19351
1792,12.0,19352
1793,12.0,19353
1794,12.0,19354
1795,12.0,19355
1796,12.0,19356
1797,12.0,19357
1798,12.0,19358
1799,12.0,19359
1800,12.0,19360
1801,12.0,19361
1802,12.0,19362
1803,12.0,19363
1804,12.0,19363
1805,12.0,19364
1806,12.0,19365
1807,12.0,19366
1808,12.0,19367
1809,12.0,19368
1810,12.0,19369
1811,12.0,19370
1812,12.0,19371
1813,12.0,19372
1814,12.0,19373
1815,12.0,19374
1816,12.0,19375
1817,12.0,19376
1818,12.0,19377
1819,12.0,19378
1820,12.0,19476
1821,12.0,19477
1822,12.0,19478
1823,12.0,19479
1824,12.0,19480
1825,12.0,19481
1826,12.0,19482
1827,12.0,19483
1828,12.0,19484
1829,12.0,19485
1830,12.0,19486
1831,12.0,19487
1832,12.0,19488
1833,12.0,19489
1834,12.0,19490
1835,12.0,19491
1836,12.0,19492
1837,12.0,19492
1838,12.0,19493
1839,12.0,19494
1840,12.0,19495
1841,12.0,19496
1842,12.0,19497
1843,12.0,19498
1844,12.0,19499
1845,12.0,19500
1846,12.0,19501
1847,12.0,19502
1848,12.0,19503
1849,12.0,19504
1850,12.0,19505
1851,12.0,19506
1852,12.0,19507
1853,12.0,19507
1854,12.0,19508
1855,12.0,19509
1856,12.0,19510
1857,12.0,19511
1858,12.0,19512
1859,12.0,19513
1860,12.0,19514
1861,12.0,19515
1862,12.0,19516
1863,12.0,19517
1864,12.0,19518
1865,12.0,19519
1866,12.0,19520
1867,12.0,19521
1868,12.0,19522
1869,12.0,19522
1870,12.0,19523
1871,12.0,19524
1872,12.0,19525
1873,12.0,19526
1874,12.0,19527
1875,12.0,19528
1876,12.0,19529
1877,12.0,19530
1878,12.0,19531
1879,12.0,19532
1880,12.0,19533
1881,12.0,19534
1882,12.0,19535
1883,12.0,19536
1884,12.0,19537
1885,12.0,19635
1886,12.0,19636
1887,12.0,19637
1888,12.0,19638
1889,12.0,19639
1890,12.0,19640
1891,12.0,19641
1892,12.0,19642
1893,12.0,19643
1894,12.0,19644
1895,12.0,19645
1896,12.0,19646
1897,12.0,19647
1898,12.0,19648
1899,12.0,19649
1900,12.0,19650
1901,12.0,19651
1902,12.0,19651
1903,12.0,19652
1904,12.0,19653
1905,12.0,19654
1906,12.0,19655
1907,12.0,19656
1908,12.0,19657
1909,12.0,19658
1910,12.0,19659
1911,12.0,19660
1912,12.0,19661
1913,12.0,19662
1914,12.0,19663
1915,12.0,19664
1916,12.0,19665
1917,12.0,19666
1918,12.0,19666
1919,12.0,19667
1920,12.0,19668
1921,12.0,19669
1922,12.0,19670
1923,12.0,19671
1924,12.0,19672
1925,12.0,19673
1926,12.0,19674
1927,12.0,19675
1928,12.0,19676
1929,12.0,19677
1930,12.0,19678
1931,12.0,19679
1932,12.0,19680
1933,12.0,19681
1934,12.0,19681
1935,12.0,19682
1936,12.0,19683
1937,12.0,19684
1938,12.0,19685
1939,12.0,19686
1940,12.0,19687
1941,12.0,19688
1942,12.0,19689
1943,12.0,19690
1944,12.0,19691
1945,12.0,19692
1946,12.0,19693
1947,12.0,19694
1948,12.0,19695
1949,12.0,19696
1950,12.0,19794
1951,12.0,19795
1952,12.0,19796
1953,12.0,19797
1954,12.0,19798
1955,12.0,19799
1956,12.0,19800
1957,12.0,19801
1958,12.0,19802
1959,12.0,19803
1960,12.0,19804
1961,12.0,19805
1962,12.0,19806
1963,12.0,19807
1964,12.0,19808
1965,12.0,19809
1966,12.0,19810
1967,12.0,19810
1968,12.0,19811
1969,12.0,19812
1970,12.0,19813
1971,12.0,19814
1972,12.0,19815
1973,12.0,19816
1974,12.0,19817
1975,12.0,19818
1976,12.0,19819
1977,12.0,19820
1978,12.0,19821
1979,12.0,19822
1980,12.0,19823
1981,12.0,19824
1982,12.0,19825
1983,12.0,19825
1984,12.0,19826
1985,12.0,19827
1986,12.0,19828
1987,12.0,19829
1988,12.0,19830
1989,12.0,19831
1990,12.0,19832
1991,12.0,19833
1992,12.0,19834
1993,12.0,19835
1994,12.0,19836
1995,12.0,19837
1996,12.0,19838
1997,12.0,19839
1998,12.0,19840
1999,12.0,19840
2000,12.0,19841
2001,12.0,19842
2002,12.0,19843
2003,12.0,19844
2004,12.0,19845
2005,12.0,19846
2006,12.0,19847
2007,12.0,19848
2008,12.0,19849
2009,12.0,19850
2010,12.0,19851
2011,12.0,19852
2012,12.0,19853
2013,12.0,19854
2014,12.0,19855
2015,12.0,19953
2016,12.0,19954
2017,12.0,19955
2018,12.0,19956
2019,12.0,19957
2020,12.0,19958
2021,12.0,19959
2022,12.0,19960
2023,12.0,19961
2024,12.0,19962
2025,12.0,19963
2026,12.0,19964
2027,12.0,19965
2028,12.0,19966
2029,12.0,19967
2030,12.0,19968
2031,12.0,19969
2032,12.0,19969
2033,12.0,19970
2034,12.0,19971
2035,12.0,19972
2036,12.0,19973
2037,12.0,19974
2038,12.0,19975
2039,12.0,19976
2040,12.0,19977
2041,12.0,19978
2042,12.0,19979
2043,12.0,19980
2044,12.0,19981
2045,12.0,19982
2046,12.0,19983
2047,12.0,19984
2048,12.0,19984
2049,12.0,19985
2050,12.0,19986
2051,12.0,19987
2052,12.0,19988
2053,12.0,19989
2054,12.0,19990
2055,12.0,19991
2056,12.0,19992
2057,12.0,19993
2058,12.0,19994
2059,12.0,19995
2060,12.0,19996
2061,12.0,19997
2062,12.0,19998
2063,12.0,19999
2064,12.0,19999
2065,12.0,20000
2066,12.0,20001
2067,12.0,20002
2068,12.0,20003
2069,12.0,20004
2070,12.0,20005
2071,12.0,20006
2072,12.0,20007
2073,12.0,20008
2074,12.0,20009
2075,12.0,20010
2076,12.0,20011
2077,12.0,20012
2078,12.0,20013
2079,12.0,20014
