,hour,grids
114,12.0,15388
115,12.0,15389
116,12.0,15390
117,12.0,15391
118,12.0,15392
119,12.0,15393
120,12.0,15394
121,12.0,15395
122,12.0,15396
123,12.0,15397
124,12.0,15398
125,12.0,15399
126,12.0,15400
127,12.0,15401
128,12.0,15402
129,12.0,15403
130,12.0,15501
131,12.0,15502
132,12.0,15503
133,12.0,15504
134,12.0,15505
135,12.0,15506
136,12.0,15507
137,12.0,15508
138,12.0,15509
139,12.0,15510
140,12.0,15511
141,12.0,15512
142,12.0,15513
143,12.0,15514
144,12.0,15515
145,12.0,15516
146,12.0,15517
147,12.0,15517
148,12.0,15518
149,12.0,15519
150,12.0,15520
151,12.0,15521
152,12.0,15522
153,12.0,15523
154,12.0,15524
155,12.0,15525
156,12.0,15526
157,12.0,15527
158,12.0,15528
159,12.0,15529
160,12.0,15530
161,12.0,15531
162,12.0,15532
163,12.0,15532
164,12.0,15533
165,12.0,15534
166,12.0,15535
167,12.0,15536
168,12.0,15537
169,12.0,15538
170,12.0,15539
171,12.0,15540
172,12.0,15541
173,12.0,15542
174,12.0,15543
175,12.0,15544
176,12.0,15545
177,12.0,15546
178,12.0,15547
179,12.0,15547
180,12.0,15548
181,12.0,15549
182,12.0,15550
183,12.0,15551
184,12.0,15552
185,12.0,15553
186,12.0,15554
187,12.0,15555
188,12.0,15556
189,12.0,15557
190,12.0,15558
191,12.0,15559
192,12.0,15560
193,12.0,15561
194,12.0,15562
195,12.0,15660
196,12.0,15661
197,12.0,15662
198,12.0,15663
199,12.0,15664
200,12.0,15665
201,12.0,15666
202,12.0,15667
203,12.0,15668
204,12.0,15669
205,12.0,15670
206,12.0,15671
207,12.0,15672
208,12.0,15673
209,12.0,15674
210,12.0,15675
211,12.0,15676
212,12.0,15676
213,12.0,15677
214,12.0,15678
215,12.0,15679
216,12.0,15680
217,12.0,15681
218,12.0,15682
219,12.0,15683
220,12.0,15684
221,12.0,15685
222,12.0,15686
223,12.0,15687
224,12.0,15688
225,12.0,15689
226,12.0,15690
227,12.0,15691
228,12.0,15691
229,12.0,15692
230,12.0,15693
231,12.0,15694
232,12.0,15695
233,12.0,15696
234,12.0,15697
235,12.0,15698
236,12.0,15699
237,12.0,15700
238,12.0,15701
239,12.0,15702
240,12.0,15703
241,12.0,15704
242,12.0,15705
243,12.0,15706
244,12.0,15706
245,12.0,15707
246,12.0,15708
247,12.0,15709
248,12.0,15710
249,12.0,15711
250,12.0,15712
251,12.0,15713
252,12.0,15714
253,12.0,15715
254,12.0,15716
255,12.0,15717
256,12.0,15718
257,12.0,15719
258,12.0,15720
259,12.0,15721
260,12.0,15819
261,12.0,15820
262,12.0,15821
263,12.0,15822
264,12.0,15823
265,12.0,15824
266,12.0,15825
267,12.0,15826
268,12.0,15827
269,12.0,15828
270,12.0,15829
271,12.0,15830
272,12.0,15831
273,12.0,15832
274,12.0,15833
275,12.0,15834
276,12.0,15835
277,12.0,15835
278,12.0,15836
279,12.0,15837
280,12.0,15838
281,12.0,15839
282,12.0,15840
283,12.0,15841
284,12.0,15842
285,12.0,15843
286,12.0,15844
287,12.0,15845
288,12.0,15846
289,12.0,15847
290,12.0,15848
291,12.0,15849
292,12.0,15850
293,12.0,15850
294,12.0,15851
295,12.0,15852
296,12.0,15853
297,12.0,15854
298,12.0,15855
299,12.0,15856
300,12.0,15857
301,12.0,15858
302,12.0,15859
303,12.0,15860
304,12.0,15861
305,12.0,15862
306,12.0,15863
307,12.0,15864
308,12.0,15865
309,12.0,15865
310,12.0,15866
311,12.0,15867
312,12.0,15868
313,12.0,15869
314,12.0,15870
315,12.0,15871
316,12.0,15872
317,12.0,15873
318,12.0,15874
319,12.0,15875
320,12.0,15876
321,12.0,15877
322,12.0,15878
323,12.0,15879
324,12.0,15880
325,12.0,15978
326,12.0,15979
327,12.0,15980
328,12.0,15981
329,12.0,15982
330,12.0,15983
331,12.0,15984
332,12.0,15985
333,12.0,15986
334,12.0,15987
335,12.0,15988
336,12.0,15989
337,12.0,15990
338,12.0,15991
339,12.0,15992
340,12.0,15993
341,12.0,15994
342,12.0,15994
343,12.0,15995
344,12.0,15996
345,12.0,15997
346,12.0,15998
347,12.0,15999
348,12.0,16000
349,12.0,16001
350,12.0,16002
351,12.0,16003
352,12.0,16004
353,12.0,16005
354,12.0,16006
355,12.0,16007
356,12.0,16008
357,12.0,16009
358,12.0,16009
359,12.0,16010
360,12.0,16011
361,12.0,16012
362,12.0,16013
363,12.0,16014
364,12.0,16015
365,12.0,16016
366,12.0,16017
367,12.0,16018
368,12.0,16019
369,12.0,16020
370,12.0,16021
371,12.0,16022
372,12.0,16023
373,12.0,16024
374,12.0,16024
375,12.0,16025
376,12.0,16026
377,12.0,16027
378,12.0,16028
379,12.0,16029
380,12.0,16030
381,12.0,16031
382,12.0,16032
383,12.0,16033
384,12.0,16034
385,12.0,16035
386,12.0,16036
387,12.0,16037
388,12.0,16038
389,12.0,16039
390,12.0,16137
391,12.0,16138
392,12.0,16139
393,12.0,16140
394,12.0,16141
395,12.0,16142
396,12.0,16143
397,12.0,16144
398,12.0,16145
399,12.0,16146
400,12.0,16147
401,12.0,16148
402,12.0,16149
403,12.0,16150
404,12.0,16151
405,12.0,16152
406,12.0,16153
407,12.0,16153
408,12.0,16154
409,12.0,16155
410,12.0,16156
411,12.0,16157
412,12.0,16158
413,12.0,16159
414,12.0,16160
415,12.0,16161
416,12.0,16162
417,12.0,16163
418,12.0,16164
419,12.0,16165
420,12.0,16166
421,12.0,16167
422,12.0,16168
423,12.0,16168
424,12.0,16169
425,12.0,16170
426,12.0,16171
427,12.0,16172
428,12.0,16173
429,12.0,16174
430,12.0,16175
431,12.0,16176
432,12.0,16177
433,12.0,16178
434,12.0,16179
435,12.0,16180
436,12.0,16181
437,12.0,16182
438,12.0,16183
439,12.0,16183
440,12.0,16184
441,12.0,16185
442,12.0,16186
443,12.0,16187
444,12.0,16188
445,12.0,16189
446,12.0,16190
447,12.0,16191
448,12.0,16192
449,12.0,16193
450,12.0,16194
451,12.0,16195
452,12.0,16196
453,12.0,16197
454,12.0,16198
455,12.0,16296
456,12.0,16297
457,12.0,16298
458,12.0,16299
459,12.0,16300
460,12.0,16301
461,12.0,16302
462,12.0,16303
463,12.0,16304
464,12.0,16305
465,12.0,16306
466,12.0,16307
467,12.0,16308
468,12.0,16309
469,12.0,16310
470,12.0,16311
471,12.0,16312
472,12.0,16312
473,12.0,16313
474,12.0,16314
475,12.0,16315
476,12.0,16316
477,12.0,16317
478,12.0,16318
479,12.0,16319
480,12.0,16320
481,12.0,16321
482,12.0,16322
483,12.0,16323
484,12.0,16324
485,12.0,16325
486,12.0,16326
487,12.0,16327
488,12.0,16327
489,12.0,16328
490,12.0,16329
491,12.0,16330
492,12.0,16331
493,12.0,16332
494,12.0,16333
495,12.0,16334
496,12.0,16335
497,12.0,16336
498,12.0,16337
499,12.0,16338
500,12.0,16339
501,12.0,16340
502,12.0,16341
503,12.0,16342
504,12.0,16342
505,12.0,16343
506,12.0,16344
507,12.0,16345
508,12.0,16346
509,12.0,16347
510,12.0,16348
511,12.0,16349
512,12.0,16350
513,12.0,16351
514,12.0,16352
515,12.0,16353
516,12.0,16354
517,12.0,16355
518,12.0,16356
519,12.0,16357
520,12.0,16455
521,12.0,16456
522,12.0,16457
523,12.0,16458
524,12.0,16459
525,12.0,16460
526,12.0,16461
527,12.0,16462
528,12.0,16463
529,12.0,16464
530,12.0,16465
531,12.0,16466
532,12.0,16467
533,12.0,16468
534,12.0,16469
535,12.0,16470
536,12.0,16471
537,12.0,16471
538,12.0,16472
539,12.0,16473
540,12.0,16474
541,12.0,16475
542,12.0,16476
543,12.0,16477
544,12.0,16478
545,12.0,16479
546,12.0,16480
547,12.0,16481
548,12.0,16482
549,12.0,16483
550,12.0,16484
551,12.0,16485
552,12.0,16486
553,12.0,16486
554,12.0,16487
555,12.0,16488
556,12.0,16489
557,12.0,16490
558,12.0,16491
559,12.0,16492
560,12.0,16493
561,12.0,16494
562,12.0,16495
563,12.0,16496
564,12.0,16497
565,12.0,16498
566,12.0,16499
567,12.0,16500
568,12.0,16501
569,12.0,16501
570,12.0,16502
571,12.0,16503
572,12.0,16504
573,12.0,16505
574,12.0,16506
575,12.0,16507
576,12.0,16508
577,12.0,16509
578,12.0,16510
579,12.0,16511
580,12.0,16512
581,12.0,16513
582,12.0,16514
583,12.0,16515
584,12.0,16516
585,12.0,16614
586,12.0,16615
587,12.0,16616
588,12.0,16617
589,12.0,16618
590,12.0,16619
591,12.0,16620
592,12.0,16621
593,12.0,16622
594,12.0,16623
595,12.0,16624
596,12.0,16625
597,12.0,16626
598,12.0,16627
599,12.0,16628
600,12.0,16629
601,12.0,16630
602,12.0,16630
603,12.0,16631
604,12.0,16632
605,12.0,16633
606,12.0,16634
607,12.0,16635
608,12.0,16636
609,12.0,16637
610,12.0,16638
611,12.0,16639
612,12.0,16640
613,12.0,16641
614,12.0,16642
615,12.0,16643
616,12.0,16644
617,12.0,16645
618,12.0,16645
619,12.0,16646
620,12.0,16647
621,12.0,16648
622,12.0,16649
623,12.0,16650
624,12.0,16651
625,12.0,16652
626,12.0,16653
627,12.0,16654
628,12.0,16655
629,12.0,16656
630,12.0,16657
631,12.0,16658
632,12.0,16659
633,12.0,16660
634,12.0,16660
635,12.0,16661
636,12.0,16662
637,12.0,16663
638,12.0,16664
639,12.0,16665
640,12.0,16666
641,12.0,16667
642,12.0,16668
643,12.0,16669
644,12.0,16670
645,12.0,16671
646,12.0,16672
647,12.0,16673
648,12.0,16674
649,12.0,16675
650,12.0,16773
651,12.0,16774
652,12.0,16775
653,12.0,16776
654,12.0,16777
655,12.0,16778
656,12.0,16779
657,12.0,16780
658,12.0,16781
659,12.0,16782
660,12.0,16783
661,12.0,16784
662,12.0,16785
663,12.0,16786
664,12.0,16787
665,12.0,16788
666,12.0,16789
667,12.0,16789
668,12.0,16790
669,12.0,16791
670,12.0,16792
671,12.0,16793
672,12.0,16794
673,12.0,16795
674,12.0,16796
675,12.0,16797
676,12.0,16798
677,12.0,16799
678,12.0,16800
679,12.0,16801
680,12.0,16802
681,12.0,16803
682,12.0,16804
683,12.0,16804
684,12.0,16805
685,12.0,16806
686,12.0,16807
687,12.0,16808
688,12.0,16809
689,12.0,16810
690,12.0,16811
691,12.0,16812
692,12.0,16813
693,12.0,16814
694,12.0,16815
695,12.0,16816
696,12.0,16817
697,12.0,16818
698,12.0,16819
699,12.0,16819
700,12.0,16820
701,12.0,16821
702,12.0,16822
703,12.0,16823
704,12.0,16824
705,12.0,16825
706,12.0,16826
707,12.0,16827
708,12.0,16828
709,12.0,16829
710,12.0,16830
711,12.0,16831
712,12.0,16832
713,12.0,16833
714,12.0,16834
715,12.0,16932
716,12.0,16933
717,12.0,16934
718,12.0,16935
719,12.0,16936
720,12.0,16937
721,12.0,16938
722,12.0,16939
723,12.0,16940
724,12.0,16941
725,12.0,16942
726,12.0,16943
727,12.0,16944
728,12.0,16945
729,12.0,16946
730,12.0,16947
731,12.0,16948
732,12.0,16948
733,12.0,16949
734,12.0,16950
735,12.0,16951
736,12.0,16952
737,12.0,16953
738,12.0,16954
739,12.0,16955
740,12.0,16956
741,12.0,16957
742,12.0,16958
743,12.0,16959
744,12.0,16960
745,12.0,16961
746,12.0,16962
747,12.0,16963
748,12.0,16963
749,12.0,16964
750,12.0,16965
751,12.0,16966
752,12.0,16967
753,12.0,16968
754,12.0,16969
755,12.0,16970
756,12.0,16971
757,12.0,16972
758,12.0,16973
759,12.0,16974
760,12.0,16975
761,12.0,16976
762,12.0,16977
763,12.0,16978
764,12.0,16978
765,12.0,16979
766,12.0,16980
767,12.0,16981
768,12.0,16982
769,12.0,16983
770,12.0,16984
771,12.0,16985
772,12.0,16986
773,12.0,16987
774,12.0,16988
775,12.0,16989
776,12.0,16990
777,12.0,16991
778,12.0,16992
779,12.0,16993
780,12.0,17091
781,12.0,17092
782,12.0,17093
783,12.0,17094
784,12.0,17095
785,12.0,17096
786,12.0,17097
787,12.0,17098
788,12.0,17099
789,12.0,17100
790,12.0,17101
791,12.0,17102
792,12.0,17103
793,12.0,17104
794,12.0,17105
795,12.0,17106
796,12.0,17107
797,12.0,17107
798,12.0,17108
799,12.0,17109
800,12.0,17110
801,12.0,17111
802,12.0,17112
803,12.0,17113
804,12.0,17114
805,12.0,17115
806,12.0,17116
807,12.0,17117
808,12.0,17118
809,12.0,17119
810,12.0,17120
811,12.0,17121
812,12.0,17122
813,12.0,17122
814,12.0,17123
815,12.0,17124
816,12.0,17125
817,12.0,17126
818,12.0,17127
819,12.0,17128
820,12.0,17129
821,12.0,17130
822,12.0,17131
823,12.0,17132
824,12.0,17133
825,12.0,17134
826,12.0,17135
827,12.0,17136
828,12.0,17137
829,12.0,17137
830,12.0,17138
831,12.0,17139
832,12.0,17140
833,12.0,17141
834,12.0,17142
835,12.0,17143
836,12.0,17144
837,12.0,17145
838,12.0,17146
839,12.0,17147
840,12.0,17148
841,12.0,17149
842,12.0,17150
843,12.0,17151
844,12.0,17152
845,12.0,17250
846,12.0,17251
847,12.0,17252
848,12.0,17253
849,12.0,17254
850,12.0,17255
851,12.0,17256
852,12.0,17257
853,12.0,17258
854,12.0,17259
855,12.0,17260
856,12.0,17261
857,12.0,17262
858,12.0,17263
859,12.0,17264
860,12.0,17265
861,12.0,17266
862,12.0,17266
863,12.0,17267
864,12.0,17268
865,12.0,17269
866,12.0,17270
867,12.0,17271
868,12.0,17272
869,12.0,17273
870,12.0,17274
871,12.0,17275
872,12.0,17276
873,12.0,17277
874,12.0,17278
875,12.0,17279
876,12.0,17280
877,12.0,17281
878,12.0,17281
879,12.0,17282
880,12.0,17283
881,12.0,17284
882,12.0,17285
883,12.0,17286
884,12.0,17287
885,12.0,17288
886,12.0,17289
887,12.0,17290
888,12.0,17291
889,12.0,17292
890,12.0,17293
891,12.0,17294
892,12.0,17295
893,12.0,17296
894,12.0,17296
895,12.0,17297
896,12.0,17298
897,12.0,17299
898,12.0,17300
899,12.0,17301
900,12.0,17302
901,12.0,17303
902,12.0,17304
903,12.0,17305
904,12.0,17306
905,12.0,17307
906,12.0,17308
907,12.0,17309
908,12.0,17310
909,12.0,17311
910,12.0,17409
911,12.0,17410
912,12.0,17411
913,12.0,17412
914,12.0,17413
915,12.0,17414
916,12.0,17415
917,12.0,17416
918,12.0,17417
919,12.0,17418
920,12.0,17419
921,12.0,17420
922,12.0,17421
923,12.0,17422
924,12.0,17423
925,12.0,17424
926,12.0,17425
927,12.0,17425
928,12.0,17426
929,12.0,17427
930,12.0,17428
931,12.0,17429
932,12.0,17430
933,12.0,17431
934,12.0,17432
935,12.0,17433
936,12.0,17434
937,12.0,17435
938,12.0,17436
939,12.0,17437
940,12.0,17438
941,12.0,17439
942,12.0,17440
943,12.0,17440
944,12.0,17441
945,12.0,17442
946,12.0,17443
947,12.0,17444
948,12.0,17445
949,12.0,17446
950,12.0,17447
951,12.0,17448
952,12.0,17449
953,12.0,17450
954,12.0,17451
955,12.0,17452
956,12.0,17453
957,12.0,17454
958,12.0,17455
959,12.0,17455
960,12.0,17456
961,12.0,17457
962,12.0,17458
963,12.0,17459
964,12.0,17460
965,12.0,17461
966,12.0,17462
967,12.0,17463
968,12.0,17464
969,12.0,17465
970,12.0,17466
971,12.0,17467
972,12.0,17468
973,12.0,17469
974,12.0,17470
975,12.0,17568
976,12.0,17568
977,12.0,17569
978,12.0,17569
979,12.0,17570
980,12.0,17570
981,12.0,17571
982,12.0,17571
983,12.0,17572
984,12.0,17572
985,12.0,17573
986,12.0,17573
987,12.0,17574
988,12.0,17574
989,12.0,17575
990,12.0,17575
991,12.0,17576
992,12.0,17576
993,12.0,17577
994,12.0,17577
995,12.0,17578
996,12.0,17578
997,12.0,17579
998,12.0,17579
999,12.0,17580
1000,12.0,17580
1001,12.0,17581
1002,12.0,17581
1003,12.0,17582
1004,12.0,17582
1005,12.0,17583
1006,12.0,17583
1007,12.0,17584
1008,12.0,17584
1009,12.0,17584
1010,12.0,17584
1011,12.0,17585
1012,12.0,17585
1013,12.0,17586
1014,12.0,17586
1015,12.0,17587
1016,12.0,17587
1017,12.0,17588
1018,12.0,17588
1019,12.0,17589
1020,12.0,17589
1021,12.0,17590
1022,12.0,17590
1023,12.0,17591
1024,12.0,17591
1025,12.0,17592
1026,12.0,17592
1027,12.0,17593
1028,12.0,17593
1029,12.0,17594
1030,12.0,17594
1031,12.0,17595
1032,12.0,17595
1033,12.0,17596
1034,12.0,17596
1035,12.0,17597
1036,12.0,17597
1037,12.0,17598
1038,12.0,17598
1039,12.0,17599
1040,12.0,17599
1041,12.0,17599
1042,12.0,17599
1043,12.0,17600
1044,12.0,17600
1045,12.0,17601
1046,12.0,17601
1047,12.0,17602
1048,12.0,17602
1049,12.0,17603
1050,12.0,17603
1051,12.0,17604
1052,12.0,17604
1053,12.0,17605
1054,12.0,17605
1055,12.0,17606
1056,12.0,17606
1057,12.0,17607
1058,12.0,17607
1059,12.0,17608
1060,12.0,17608
1061,12.0,17609
1062,12.0,17609
1063,12.0,17610
1064,12.0,17610
1065,12.0,17611
1066,12.0,17611
1067,12.0,17612
1068,12.0,17612
1069,12.0,17613
1070,12.0,17613
1071,12.0,17614
1072,12.0,17614
1073,12.0,17614
1074,12.0,17614
1075,12.0,17615
1076,12.0,17615
1077,12.0,17616
1078,12.0,17616
1079,12.0,17617
1080,12.0,17617
1081,12.0,17618
1082,12.0,17618
1083,12.0,17619
1084,12.0,17619
1085,12.0,17620
1086,12.0,17620
1087,12.0,17621
1088,12.0,17621
1089,12.0,17622
1090,12.0,17622
1091,12.0,17623
1092,12.0,17623
1093,12.0,17624
1094,12.0,17624
1095,12.0,17625
1096,12.0,17625
1097,12.0,17626
1098,12.0,17626
1099,12.0,17627
1100,12.0,17627
1101,12.0,17628
1102,12.0,17628
1103,12.0,17629
1104,12.0,17629
1105,12.0,17727
1106,12.0,17728
1107,12.0,17729
1108,12.0,17730
1109,12.0,17731
1110,12.0,17732
1111,12.0,17733
1112,12.0,17734
1113,12.0,17735
1114,12.0,17736
1115,12.0,17737
1116,12.0,17738
1117,12.0,17739
1118,12.0,17740
1119,12.0,17741
1120,12.0,17742
1121,12.0,17743
1122,12.0,17743
1123,12.0,17744
1124,12.0,17745
1125,12.0,17746
1126,12.0,17747
1127,12.0,17748
1128,12.0,17749
1129,12.0,17750
1130,12.0,17751
1131,12.0,17752
1132,12.0,17753
1133,12.0,17754
1134,12.0,17755
1135,12.0,17756
1136,12.0,17757
1137,12.0,17758
1138,12.0,17758
1139,12.0,17759
1140,12.0,17760
1141,12.0,17761
1142,12.0,17762
1143,12.0,17763
1144,12.0,17764
1145,12.0,17765
1146,12.0,17766
1147,12.0,17767
1148,12.0,17768
1149,12.0,17769
1150,12.0,17770
1151,12.0,17771
1152,12.0,17772
1153,12.0,17773
1154,12.0,17773
1155,12.0,17774
1156,12.0,17775
1157,12.0,17776
1158,12.0,17777
1159,12.0,17778
1160,12.0,17779
1161,12.0,17780
1162,12.0,17781
1163,12.0,17782
1164,12.0,17783
1165,12.0,17784
1166,12.0,17785
1167,12.0,17786
1168,12.0,17787
1169,12.0,17788
1170,12.0,17886
1171,12.0,17887
1172,12.0,17888
1173,12.0,17889
1174,12.0,17890
1175,12.0,17891
1176,12.0,17892
1177,12.0,17893
1178,12.0,17894
1179,12.0,17895
1180,12.0,17896
1181,12.0,17897
1182,12.0,17898
1183,12.0,17899
1184,12.0,17900
1185,12.0,17901
1186,12.0,17902
1187,12.0,17902
1188,12.0,17903
1189,12.0,17904
1190,12.0,17905
1191,12.0,17906
1192,12.0,17907
1193,12.0,17908
1194,12.0,17909
1195,12.0,17910
1196,12.0,17911
1197,12.0,17912
1198,12.0,17913
1199,12.0,17914
1200,12.0,17915
1201,12.0,17916
1202,12.0,17917
1203,12.0,17917
1204,12.0,17918
1205,12.0,17919
1206,12.0,17920
1207,12.0,17921
1208,12.0,17922
1209,12.0,17923
1210,12.0,17924
1211,12.0,17925
1212,12.0,17926
1213,12.0,17927
1214,12.0,17928
1215,12.0,17929
1216,12.0,17930
1217,12.0,17931
1218,12.0,17932
1219,12.0,17932
1220,12.0,17933
1221,12.0,17934
1222,12.0,17935
1223,12.0,17936
1224,12.0,17937
1225,12.0,17938
1226,12.0,17939
1227,12.0,17940
1228,12.0,17941
1229,12.0,17942
1230,12.0,17943
1231,12.0,17944
1232,12.0,17945
1233,12.0,17946
1234,12.0,17947
1235,12.0,18045
1236,12.0,18046
1237,12.0,18047
1238,12.0,18048
1239,12.0,18049
1240,12.0,18050
1241,12.0,18051
1242,12.0,18052
1243,12.0,18053
1244,12.0,18054
1245,12.0,18055
1246,12.0,18056
1247,12.0,18057
1248,12.0,18058
1249,12.0,18059
1250,12.0,18060
1251,12.0,18061
1252,12.0,18061
1253,12.0,18062
1254,12.0,18063
1255,12.0,18064
1256,12.0,18065
1257,12.0,18066
1258,12.0,18067
1259,12.0,18068
1260,12.0,18069
1261,12.0,18070
1262,12.0,18071
1263,12.0,18072
1264,12.0,18073
1265,12.0,18074
1266,12.0,18075
1267,12.0,18076
1268,12.0,18076
1269,12.0,18077
1270,12.0,18078
1271,12.0,18079
1272,12.0,18080
1273,12.0,18081
1274,12.0,18082
1275,12.0,18083
1276,12.0,18084
1277,12.0,18085
1278,12.0,18086
1279,12.0,18087
1280,12.0,18088
1281,12.0,18089
1282,12.0,18090
1283,12.0,18091
1284,12.0,18091
1285,12.0,18092
1286,12.0,18093
1287,12.0,18094
1288,12.0,18095
1289,12.0,18096
1290,12.0,18097
1291,12.0,18098
1292,12.0,18099
1293,12.0,18100
1294,12.0,18101
1295,12.0,18102
1296,12.0,18103
1297,12.0,18104
1298,12.0,18105
1299,12.0,18106
1300,12.0,18204
1301,12.0,18205
1302,12.0,18206
1303,12.0,18207
1304,12.0,18208
1305,12.0,18209
1306,12.0,18210
1307,12.0,18211
1308,12.0,18212
1309,12.0,18213
1310,12.0,18214
1311,12.0,18215
1312,12.0,18216
1313,12.0,18217
1314,12.0,18218
1315,12.0,18219
1316,12.0,18220
1317,12.0,18220
1318,12.0,18221
1319,12.0,18222
1320,12.0,18223
1321,12.0,18224
1322,12.0,18225
1323,12.0,18226
1324,12.0,18227
1325,12.0,18228
1326,12.0,18229
1327,12.0,18230
1328,12.0,18231
1329,12.0,18232
1330,12.0,18233
1331,12.0,18234
1332,12.0,18235
1333,12.0,18235
1334,12.0,18236
1335,12.0,18237
1336,12.0,18238
1337,12.0,18239
1338,12.0,18240
1339,12.0,18241
1340,12.0,18242
1341,12.0,18243
1342,12.0,18244
1343,12.0,18245
1344,12.0,18246
1345,12.0,18247
1346,12.0,18248
1347,12.0,18249
1348,12.0,18250
1349,12.0,18250
1350,12.0,18251
1351,12.0,18252
1352,12.0,18253
1353,12.0,18254
1354,12.0,18255
1355,12.0,18256
1356,12.0,18257
1357,12.0,18258
1358,12.0,18259
1359,12.0,18260
1360,12.0,18261
1361,12.0,18262
1362,12.0,18263
1363,12.0,18264
1364,12.0,18265
1365,12.0,18363
1366,12.0,18364
1367,12.0,18365
1368,12.0,18366
1369,12.0,18367
1370,12.0,18368
1371,12.0,18369
1372,12.0,18370
1373,12.0,18371
1374,12.0,18372
1375,12.0,18373
1376,12.0,18374
1377,12.0,18375
1378,12.0,18376
1379,12.0,18377
1380,12.0,18378
1381,12.0,18379
1382,12.0,18379
1383,12.0,18380
1384,12.0,18381
1385,12.0,18382
1386,12.0,18383
1387,12.0,18384
1388,12.0,18385
1389,12.0,18386
1390,12.0,18387
1391,12.0,18388
1392,12.0,18389
1393,12.0,18390
1394,12.0,18391
1395,12.0,18392
1396,12.0,18393
1397,12.0,18394
1398,12.0,18394
1399,12.0,18395
1400,12.0,18396
1401,12.0,18397
1402,12.0,18398
1403,12.0,18399
1404,12.0,18400
1405,12.0,18401
1406,12.0,18402
1407,12.0,18403
1408,12.0,18404
1409,12.0,18405
1410,12.0,18406
1411,12.0,18407
1412,12.0,18408
1413,12.0,18409
1414,12.0,18409
1415,12.0,18410
1416,12.0,18411
1417,12.0,18412
1418,12.0,18413
1419,12.0,18414
1420,12.0,18415
1421,12.0,18416
1422,12.0,18417
1423,12.0,18418
1424,12.0,18419
1425,12.0,18420
1426,12.0,18421
1427,12.0,18422
1428,12.0,18423
1429,12.0,18424
1430,12.0,18522
1431,12.0,18523
1432,12.0,18524
1433,12.0,18525
1434,12.0,18526
1435,12.0,18527
1436,12.0,18528
1437,12.0,18529
1438,12.0,18530
1439,12.0,18531
1440,12.0,18532
1441,12.0,18533
1442,12.0,18534
1443,12.0,18535
1444,12.0,18536
1445,12.0,18537
1446,12.0,18538
1447,12.0,18538
1448,12.0,18539
1449,12.0,18540
1450,12.0,18541
1451,12.0,18542
1452,12.0,18543
1453,12.0,18544
1454,12.0,18545
1455,12.0,18546
1456,12.0,18547
1457,12.0,18548
1458,12.0,18549
1459,12.0,18550
1460,12.0,18551
1461,12.0,18552
1462,12.0,18553
1463,12.0,18553
1464,12.0,18554
1465,12.0,18555
1466,12.0,18556
1467,12.0,18557
1468,12.0,18558
1469,12.0,18559
1470,12.0,18560
1471,12.0,18561
1472,12.0,18562
1473,12.0,18563
1474,12.0,18564
1475,12.0,18565
1476,12.0,18566
1477,12.0,18567
1478,12.0,18568
1479,12.0,18568
1480,12.0,18569
1481,12.0,18570
1482,12.0,18571
1483,12.0,18572
1484,12.0,18573
1485,12.0,18574
1486,12.0,18575
1487,12.0,18576
1488,12.0,18577
1489,12.0,18578
1490,12.0,18579
1491,12.0,18580
1492,12.0,18581
1493,12.0,18582
1494,12.0,18583
1495,12.0,18681
1496,12.0,18682
1497,12.0,18683
