,x,y,descrip,grid
0,276801.95231409685,5712344.041532753,BL,416.0
1,276827.1946263248,5712676.924517034,TL,416.0
2,277160.90194585174,5712651.67708277,TR,416.0
3,277135.6596336238,5712318.794098489,BR,416.0
4,276981.4271299743,5712497.859307761,MID,416.0
0,276827.1946263248,5712676.924517034,BL,417.0
1,276852.43693855277,5713009.807501314,TL,417.0
2,277186.1442580797,5712984.56006705,TR,417.0
3,277160.90194585174,5712651.67708277,BR,417.0
4,277006.66944220226,5712830.742292042,MID,417.0
0,276852.43693855277,5713009.807501314,BL,418.0
1,276877.6792507807,5713342.690485595,TL,418.0
2,277211.38657030766,5713317.443051331,TR,418.0
3,277186.1442580797,5712984.56006705,BR,418.0
4,277031.9117544302,5713163.6252763225,MID,418.0
0,276877.6792507807,5713342.690485595,BL,419.0
1,276902.9215630087,5713675.573469875,TL,419.0
2,277236.6288825356,5713650.326035611,TR,419.0
3,277211.38657030766,5713317.443051331,BR,419.0
4,277057.1540666582,5713496.508260603,MID,419.0
0,276902.9215630087,5713675.573469875,BL,420.0
1,276928.16387523664,5714008.456454156,TL,420.0
2,277261.8711947636,5713983.209019892,TR,420.0
3,277236.6288825356,5713650.326035611,BR,420.0
4,277082.39637888613,5713829.391244884,MID,420.0
0,276928.16387523664,5714008.456454156,BL,421.0
1,276953.4061874646,5714341.339438437,TL,421.0
2,277287.11350699153,5714316.0920041725,TR,421.0
3,277261.8711947636,5713983.209019892,BR,421.0
4,277107.6386911141,5714162.274229164,MID,421.0
0,276953.4061874646,5714341.339438437,BL,422.0
1,276978.64849969256,5714674.222422717,TL,422.0
2,277312.3558192195,5714648.974988453,TR,422.0
3,277287.11350699153,5714316.0920041725,BR,422.0
4,277132.88100334205,5714495.157213445,MID,422.0
0,276978.64849969256,5714674.222422717,BL,423.0
1,277003.8908119205,5715007.105406998,TL,423.0
2,277337.59813144745,5714981.857972734,TR,423.0
3,277312.3558192195,5714648.974988453,BR,423.0
4,277158.12331557,5714828.040197725,MID,423.0
0,277003.8908119205,5715007.105406998,BL,424.0
1,277029.1331241485,5715339.988391278,TL,424.0
2,277362.8404436754,5715314.740957014,TR,424.0
3,277337.59813144745,5714981.857972734,BR,424.0
4,277183.36562779796,5715160.923182006,MID,424.0
0,277029.1331241485,5715339.988391278,BL,425.0
1,277054.37543637643,5715672.871375559,TL,425.0
2,277388.08275590336,5715647.623941295,TR,425.0
3,277362.8404436754,5715314.740957014,BR,425.0
4,277208.6079400259,5715493.806166287,MID,425.0
0,277054.37543637643,5715672.871375559,BL,426.0
1,277079.6177486044,5716005.7543598395,TL,426.0
2,277413.3250681313,5715980.506925575,TR,426.0
3,277388.08275590336,5715647.623941295,BR,426.0
4,277233.8502522539,5715826.689150567,MID,426.0
0,277079.6177486044,5716005.7543598395,BL,427.0
1,277104.86006083235,5716338.63734412,TL,427.0
2,277438.5673803593,5716313.389909856,TR,427.0
3,277413.3250681313,5715980.506925575,BR,427.0
4,277259.09256448183,5716159.572134848,MID,427.0
0,277104.86006083235,5716338.63734412,BL,428.0
1,277130.1023730603,5716671.520328401,TL,428.0
2,277463.80969258724,5716646.272894137,TR,428.0
3,277438.5673803593,5716313.389909856,BR,428.0
4,277284.3348767098,5716492.455119128,MID,428.0
0,277130.1023730603,5716671.520328401,BL,429.0
1,277155.34468528826,5717004.403312681,TL,429.0
2,277489.0520048152,5716979.155878417,TR,429.0
3,277463.80969258724,5716646.272894137,BR,429.0
4,277309.57718893775,5716825.338103409,MID,429.0
0,277155.34468528826,5717004.403312681,BL,430.0
1,277180.5869975162,5717337.286296962,TL,430.0
2,277514.29431704315,5717312.038862698,TR,430.0
3,277489.0520048152,5716979.155878417,BR,430.0
4,277334.8195011657,5717158.2210876895,MID,430.0
0,277180.5869975162,5717337.286296962,BL,431.0
1,277205.8293097442,5717670.169281242,TL,431.0
2,277539.5366292711,5717644.921846978,TR,431.0
3,277514.29431704315,5717312.038862698,BR,431.0
4,277360.06181339367,5717491.10407197,MID,431.0
0,277205.8293097442,5717670.169281242,BL,432.0
1,277231.07162197214,5718003.052265523,TL,432.0
2,277564.77894149907,5717977.804831259,TR,432.0
3,277539.5366292711,5717644.921846978,BR,432.0
4,277385.3041256216,5717823.987056251,MID,432.0
0,277231.07162197214,5718003.052265523,BL,433.0
1,277256.3139342001,5718335.935249804,TL,433.0
2,277590.021253727,5718310.68781554,TR,433.0
3,277564.77894149907,5717977.804831259,BR,433.0
4,277410.5464378496,5718156.870040531,MID,433.0
0,277256.3139342001,5718335.935249804,BL,434.0
1,277281.55624642805,5718668.818234084,TL,434.0
2,277615.263565955,5718643.57079982,TR,434.0
3,277590.021253727,5718310.68781554,BR,434.0
4,277435.78875007754,5718489.753024812,MID,434.0
0,277281.55624642805,5718668.818234084,BL,435.0
1,277306.798558656,5719001.701218365,TL,435.0
2,277640.50587818294,5718976.453784101,TR,435.0
3,277615.263565955,5718643.57079982,BR,435.0
4,277461.0310623055,5718822.636009092,MID,435.0
0,277306.798558656,5719001.701218365,BL,436.0
1,277332.04087088397,5719334.584202645,TL,436.0
2,277665.7481904109,5719309.336768381,TR,436.0
3,277640.50587818294,5718976.453784101,BR,436.0
4,277486.27337453346,5719155.518993373,MID,436.0
0,277332.04087088397,5719334.584202645,BL,437.0
1,277357.2831831119,5719667.467186926,TL,437.0
2,277690.99050263886,5719642.219752662,TR,437.0
3,277665.7481904109,5719309.336768381,BR,437.0
4,277511.5156867614,5719488.401977654,MID,437.0
0,277357.2831831119,5719667.467186926,BL,438.0
1,277382.5254953399,5720000.3501712065,TL,438.0
2,277716.2328148668,5719975.1027369425,TR,438.0
3,277690.99050263886,5719642.219752662,BR,438.0
4,277536.7579989894,5719821.284961934,MID,438.0
0,277382.5254953399,5720000.3501712065,BL,439.0
1,277407.76780756784,5720333.233155487,TL,439.0
2,277741.4751270948,5720307.985721223,TR,439.0
3,277716.2328148668,5719975.1027369425,BR,439.0
4,277562.0003112173,5720154.167946215,MID,439.0
0,277407.76780756784,5720333.233155487,BL,440.0
1,277433.0101197958,5720666.116139768,TL,440.0
2,277766.71743932273,5720640.868705504,TR,440.0
3,277741.4751270948,5720307.985721223,BR,440.0
4,277587.2426234453,5720487.050930495,MID,440.0
0,277433.0101197958,5720666.116139768,BL,441.0
1,277458.25243202376,5720998.999124048,TL,441.0
2,277791.9597515507,5720973.751689784,TR,441.0
3,277766.71743932273,5720640.868705504,BR,441.0
4,277612.48493567324,5720819.933914776,MID,441.0
0,276555.08645238075,5704662.4854600355,BL,442.0
1,276580.3287646087,5704995.368444316,TL,442.0
2,276914.03608413565,5704970.12101005,TR,442.0
3,276888.7937719077,5704637.23802577,BR,442.0
4,276734.5612682582,5704816.303235043,MID,442.0
0,276580.3287646087,5704995.368444316,BL,443.0
1,276605.57107683667,5705328.251428597,TL,443.0
2,276939.2783963636,5705303.003994331,TR,443.0
3,276914.03608413565,5704970.12101005,BR,443.0
4,276759.80358048616,5705149.186219323,MID,443.0
0,276605.57107683667,5705328.251428597,BL,444.0
1,276630.8133890646,5705661.134412877,TL,444.0
2,276964.52070859156,5705635.886978611,TR,444.0
3,276939.2783963636,5705303.003994331,BR,444.0
4,276785.0458927141,5705482.069203604,MID,444.0
0,276630.8133890646,5705661.134412877,BL,445.0
1,276656.0557012926,5705994.017397158,TL,445.0
2,276989.7630208195,5705968.769962892,TR,445.0
3,276964.52070859156,5705635.886978611,BR,445.0
4,276810.2882049421,5705814.952187885,MID,445.0
0,276656.0557012926,5705994.017397158,BL,446.0
1,276681.29801352054,5706326.900381438,TL,446.0
2,277015.0053330475,5706301.6529471725,TR,446.0
3,276989.7630208195,5705968.769962892,BR,446.0
4,276835.53051717003,5706147.835172165,MID,446.0
0,276681.29801352054,5706326.900381438,BL,447.0
1,276706.5403257485,5706659.783365719,TL,447.0
2,277040.24764527543,5706634.535931453,TR,447.0
3,277015.0053330475,5706301.6529471725,BR,447.0
4,276860.772829398,5706480.718156446,MID,447.0
0,276706.5403257485,5706659.783365719,BL,448.0
1,276731.78263797646,5706992.66635,TL,448.0
2,277065.4899575034,5706967.418915734,TR,448.0
3,277040.24764527543,5706634.535931453,BR,448.0
4,276886.01514162595,5706813.601140726,MID,448.0
0,276731.78263797646,5706992.66635,BL,449.0
1,276757.0249502044,5707325.54933428,TL,449.0
2,277090.73226973135,5707300.301900014,TR,449.0
3,277065.4899575034,5706967.418915734,BR,449.0
4,276911.2574538539,5707146.484125007,MID,449.0
0,276757.0249502044,5707325.54933428,BL,450.0
1,276782.2672624324,5707658.432318561,TL,450.0
2,277115.9745819593,5707633.184884295,TR,450.0
3,277090.73226973135,5707300.301900014,BR,450.0
4,276936.49976608186,5707479.3671092875,MID,450.0
0,276782.2672624324,5707658.432318561,BL,451.0
1,276807.50957466033,5707991.315302841,TL,451.0
2,277141.21689418727,5707966.067868575,TR,451.0
3,277115.9745819593,5707633.184884295,BR,451.0
4,276961.7420783098,5707812.250093568,MID,451.0
0,276807.50957466033,5707991.315302841,BL,452.0
1,276832.7518868883,5708324.198287122,TL,452.0
2,277166.4592064152,5708298.950852856,TR,452.0
3,277141.21689418727,5707966.067868575,BR,452.0
4,276986.9843905378,5708145.133077849,MID,452.0
0,276832.7518868883,5708324.198287122,BL,453.0
1,276857.99419911625,5708657.081271403,TL,453.0
2,277191.7015186432,5708631.833837137,TR,453.0
3,277166.4592064152,5708298.950852856,BR,453.0
4,277012.22670276574,5708478.016062129,MID,453.0
0,276857.99419911625,5708657.081271403,BL,454.0
1,276883.2365113442,5708989.964255683,TL,454.0
2,277216.94383087114,5708964.716821417,TR,454.0
3,277191.7015186432,5708631.833837137,BR,454.0
4,277037.4690149937,5708810.89904641,MID,454.0
0,276883.2365113442,5708989.964255683,BL,455.0
1,276908.47882357216,5709322.847239964,TL,455.0
2,277242.1861430991,5709297.599805698,TR,455.0
3,277216.94383087114,5708964.716821417,BR,455.0
4,277062.71132722165,5709143.78203069,MID,455.0
0,276908.47882357216,5709322.847239964,BL,456.0
1,276933.7211358001,5709655.730224244,TL,456.0
2,277267.42845532706,5709630.482789978,TR,456.0
3,277242.1861430991,5709297.599805698,BR,456.0
4,277087.9536394496,5709476.665014971,MID,456.0
0,276933.7211358001,5709655.730224244,BL,457.0
1,276958.9634480281,5709988.613208525,TL,457.0
2,277292.670767555,5709963.365774259,TR,457.0
3,277267.42845532706,5709630.482789978,BR,457.0
4,277113.19595167757,5709809.547999252,MID,457.0
0,276958.9634480281,5709988.613208525,BL,458.0
1,276984.20576025604,5710321.4961928055,TL,458.0
2,277317.913079783,5710296.24875854,TR,458.0
3,277292.670767555,5709963.365774259,BR,458.0
4,277138.4382639055,5710142.430983532,MID,458.0
0,276984.20576025604,5710321.4961928055,BL,459.0
1,277009.448072484,5710654.379177086,TL,459.0
2,277343.1553920109,5710629.13174282,TR,459.0
3,277317.913079783,5710296.24875854,BR,459.0
4,277163.6805761335,5710475.313967813,MID,459.0
0,277009.448072484,5710654.379177086,BL,460.0
1,277034.69038471195,5710987.262161367,TL,460.0
2,277368.3977042389,5710962.014727101,TR,460.0
3,277343.1553920109,5710629.13174282,BR,460.0
4,277188.92288836144,5710808.196952093,MID,460.0
0,277034.69038471195,5710987.262161367,BL,461.0
1,277059.9326969399,5711320.145145647,TL,461.0
2,277393.64001646684,5711294.897711381,TR,461.0
3,277368.3977042389,5710962.014727101,BR,461.0
4,277214.1652005894,5711141.079936374,MID,461.0
0,277059.9326969399,5711320.145145647,BL,462.0
1,277085.17500916787,5711653.028129928,TL,462.0
2,277418.8823286948,5711627.780695662,TR,462.0
3,277393.64001646684,5711294.897711381,BR,462.0
4,277239.40751281736,5711473.962920655,MID,462.0
0,277085.17500916787,5711653.028129928,BL,463.0
1,277110.4173213958,5711985.911114208,TL,463.0
2,277444.12464092276,5711960.6636799425,TR,463.0
3,277418.8823286948,5711627.780695662,BR,463.0
4,277264.6498250453,5711806.845904935,MID,463.0
0,277110.4173213958,5711985.911114208,BL,464.0
1,277135.6596336238,5712318.794098489,TL,464.0
2,277469.3669531507,5712293.546664223,TR,464.0
3,277444.12464092276,5711960.6636799425,BR,464.0
4,277289.8921372733,5712139.728889216,MID,464.0
0,277135.6596336238,5712318.794098489,BL,465.0
1,277160.90194585174,5712651.67708277,TL,465.0
2,277494.6092653787,5712626.429648504,TR,465.0
3,277469.3669531507,5712293.546664223,BR,465.0
4,277315.13444950123,5712472.611873496,MID,465.0
0,277160.90194585174,5712651.67708277,BL,466.0
1,277186.1442580797,5712984.56006705,TL,466.0
2,277519.85157760663,5712959.312632784,TR,466.0
3,277494.6092653787,5712626.429648504,BR,466.0
4,277340.3767617292,5712805.494857777,MID,466.0
0,277186.1442580797,5712984.56006705,BL,467.0
1,277211.38657030766,5713317.443051331,TL,467.0
2,277545.0938898346,5713292.195617065,TR,467.0
3,277519.85157760663,5712959.312632784,BR,467.0
4,277365.61907395715,5713138.3778420575,MID,467.0
0,277211.38657030766,5713317.443051331,BL,468.0
1,277236.6288825356,5713650.326035611,TL,468.0
2,277570.33620206255,5713625.078601345,TR,468.0
3,277545.0938898346,5713292.195617065,BR,468.0
4,277390.8613861851,5713471.260826338,MID,468.0
0,277236.6288825356,5713650.326035611,BL,469.0
1,277261.8711947636,5713983.209019892,TL,469.0
2,277595.5785142905,5713957.961585626,TR,469.0
3,277570.33620206255,5713625.078601345,BR,469.0
4,277416.10369841306,5713804.143810619,MID,469.0
0,277261.8711947636,5713983.209019892,BL,470.0
1,277287.11350699153,5714316.0920041725,TL,470.0
2,277620.82082651847,5714290.844569907,TR,470.0
3,277595.5785142905,5713957.961585626,BR,470.0
4,277441.346010641,5714137.026794899,MID,470.0
0,277287.11350699153,5714316.0920041725,BL,471.0
1,277312.3558192195,5714648.974988453,TL,471.0
2,277646.0631387464,5714623.727554187,TR,471.0
3,277620.82082651847,5714290.844569907,BR,471.0
4,277466.588322869,5714469.90977918,MID,471.0
0,277312.3558192195,5714648.974988453,BL,472.0
1,277337.59813144745,5714981.857972734,TL,472.0
2,277671.3054509744,5714956.610538468,TR,472.0
3,277646.0631387464,5714623.727554187,BR,472.0
4,277491.83063509694,5714802.79276346,MID,472.0
0,277337.59813144745,5714981.857972734,BL,473.0
1,277362.8404436754,5715314.740957014,TL,473.0
2,277696.54776320234,5715289.493522748,TR,473.0
3,277671.3054509744,5714956.610538468,BR,473.0
4,277517.0729473249,5715135.675747741,MID,473.0
0,277362.8404436754,5715314.740957014,BL,474.0
1,277388.08275590336,5715647.623941295,TL,474.0
2,277721.7900754303,5715622.376507029,TR,474.0
3,277696.54776320234,5715289.493522748,BR,474.0
4,277542.31525955285,5715468.558732022,MID,474.0
0,277388.08275590336,5715647.623941295,BL,475.0
1,277413.3250681313,5715980.506925575,TL,475.0
2,277747.03238765826,5715955.2594913095,TR,475.0
3,277721.7900754303,5715622.376507029,BR,475.0
4,277567.5575717808,5715801.441716302,MID,475.0
0,277413.3250681313,5715980.506925575,BL,476.0
1,277438.5673803593,5716313.389909856,TL,476.0
2,277772.2746998862,5716288.14247559,TR,476.0
3,277747.03238765826,5715955.2594913095,BR,476.0
4,277592.79988400877,5716134.324700583,MID,476.0
0,277438.5673803593,5716313.389909856,BL,477.0
1,277463.80969258724,5716646.272894137,TL,477.0
2,277797.5170121142,5716621.025459871,TR,477.0
3,277772.2746998862,5716288.14247559,BR,477.0
4,277618.0421962367,5716467.207684863,MID,477.0
0,277463.80969258724,5716646.272894137,BL,478.0
1,277489.0520048152,5716979.155878417,TL,478.0
2,277822.7593243421,5716953.908444151,TR,478.0
3,277797.5170121142,5716621.025459871,BR,478.0
4,277643.2845084647,5716800.090669144,MID,478.0
0,277489.0520048152,5716979.155878417,BL,479.0
1,277514.29431704315,5717312.038862698,TL,479.0
2,277848.0016365701,5717286.791428432,TR,479.0
3,277822.7593243421,5716953.908444151,BR,479.0
4,277668.52682069264,5717132.9736534245,MID,479.0
0,277514.29431704315,5717312.038862698,BL,480.0
1,277539.5366292711,5717644.921846978,TL,480.0
2,277873.24394879804,5717619.674412712,TR,480.0
3,277848.0016365701,5717286.791428432,BR,480.0
4,277693.7691329206,5717465.856637705,MID,480.0
0,277539.5366292711,5717644.921846978,BL,481.0
1,277564.77894149907,5717977.804831259,TL,481.0
2,277898.486261026,5717952.557396993,TR,481.0
3,277873.24394879804,5717619.674412712,BR,481.0
4,277719.01144514856,5717798.739621986,MID,481.0
0,277564.77894149907,5717977.804831259,BL,482.0
1,277590.021253727,5718310.68781554,TL,482.0
2,277923.72857325396,5718285.440381274,TR,482.0
3,277898.486261026,5717952.557396993,BR,482.0
4,277744.2537573765,5718131.622606266,MID,482.0
0,277590.021253727,5718310.68781554,BL,483.0
1,277615.263565955,5718643.57079982,TL,483.0
2,277948.9708854819,5718618.323365554,TR,483.0
3,277923.72857325396,5718285.440381274,BR,483.0
4,277769.4960696045,5718464.505590547,MID,483.0
0,277615.263565955,5718643.57079982,BL,484.0
1,277640.50587818294,5718976.453784101,TL,484.0
2,277974.2131977099,5718951.206349835,TR,484.0
3,277948.9708854819,5718618.323365554,BR,484.0
4,277794.73838183243,5718797.388574827,MID,484.0
0,277640.50587818294,5718976.453784101,BL,485.0
1,277665.7481904109,5719309.336768381,TL,485.0
2,277999.45550993783,5719284.089334115,TR,485.0
3,277974.2131977099,5718951.206349835,BR,485.0
4,277819.9806940604,5719130.271559108,MID,485.0
0,277665.7481904109,5719309.336768381,BL,486.0
1,277690.99050263886,5719642.219752662,TL,486.0
2,278024.6978221658,5719616.972318396,TR,486.0
3,277999.45550993783,5719284.089334115,BR,486.0
4,277845.22300628835,5719463.154543389,MID,486.0
0,277690.99050263886,5719642.219752662,BL,487.0
1,277716.2328148668,5719975.1027369425,TL,487.0
2,278049.94013439375,5719949.855302677,TR,487.0
3,278024.6978221658,5719616.972318396,BR,487.0
4,277870.4653185163,5719796.037527669,MID,487.0
0,277716.2328148668,5719975.1027369425,BL,488.0
1,277741.4751270948,5720307.985721223,TL,488.0
2,278075.1824466217,5720282.738286957,TR,488.0
3,278049.94013439375,5719949.855302677,BR,488.0
4,277895.70763074426,5720128.92051195,MID,488.0
0,277741.4751270948,5720307.985721223,BL,489.0
1,277766.71743932273,5720640.868705504,TL,489.0
2,278100.42475884967,5720615.621271238,TR,489.0
3,278075.1824466217,5720282.738286957,BR,489.0
4,277920.9499429722,5720461.80349623,MID,489.0
0,277766.71743932273,5720640.868705504,BL,490.0
1,277791.9597515507,5720973.751689784,TL,490.0
2,278125.6670710776,5720948.504255518,TR,490.0
3,278100.42475884967,5720615.621271238,BR,490.0
4,277946.1922552002,5720794.686480511,MID,490.0
0,276888.7937719077,5704637.23802577,BL,491.0
1,276914.03608413565,5704970.12101005,TL,491.0
2,277247.7434036626,5704944.873575786,TR,491.0
3,277222.5010914346,5704611.990591506,BR,491.0
4,277068.26858778513,5704791.055800778,MID,491.0
0,276914.03608413565,5704970.12101005,BL,492.0
1,276939.2783963636,5705303.003994331,TL,492.0
2,277272.98571589054,5705277.756560067,TR,492.0
3,277247.7434036626,5704944.873575786,BR,492.0
4,277093.5109000131,5705123.938785058,MID,492.0
0,276939.2783963636,5705303.003994331,BL,493.0
1,276964.52070859156,5705635.886978611,TL,493.0
2,277298.2280281185,5705610.639544347,TR,493.0
3,277272.98571589054,5705277.756560067,BR,493.0
4,277118.75321224105,5705456.821769339,MID,493.0
0,276964.52070859156,5705635.886978611,BL,494.0
1,276989.7630208195,5705968.769962892,TL,494.0
2,277323.47034034645,5705943.522528628,TR,494.0
3,277298.2280281185,5705610.639544347,BR,494.0
4,277143.995524469,5705789.70475362,MID,494.0
0,276989.7630208195,5705968.769962892,BL,495.0
1,277015.0053330475,5706301.6529471725,TL,495.0
2,277348.7126525744,5706276.4055129085,TR,495.0
3,277323.47034034645,5705943.522528628,BR,495.0
4,277169.23783669696,5706122.5877379,MID,495.0
0,277015.0053330475,5706301.6529471725,BL,496.0
1,277040.24764527543,5706634.535931453,TL,496.0
2,277373.95496480237,5706609.288497189,TR,496.0
3,277348.7126525744,5706276.4055129085,BR,496.0
4,277194.4801489249,5706455.470722181,MID,496.0
0,277040.24764527543,5706634.535931453,BL,497.0
1,277065.4899575034,5706967.418915734,TL,497.0
2,277399.1972770303,5706942.17148147,TR,497.0
3,277373.95496480237,5706609.288497189,BR,497.0
4,277219.7224611529,5706788.353706461,MID,497.0
0,277065.4899575034,5706967.418915734,BL,498.0
1,277090.73226973135,5707300.301900014,TL,498.0
2,277424.4395892583,5707275.05446575,TR,498.0
3,277399.1972770303,5706942.17148147,BR,498.0
4,277244.96477338084,5707121.236690742,MID,498.0
0,277090.73226973135,5707300.301900014,BL,499.0
1,277115.9745819593,5707633.184884295,TL,499.0
2,277449.68190148624,5707607.937450031,TR,499.0
3,277424.4395892583,5707275.05446575,BR,499.0
4,277270.2070856088,5707454.119675023,MID,499.0
0,277115.9745819593,5707633.184884295,BL,500.0
1,277141.21689418727,5707966.067868575,TL,500.0
2,277474.9242137142,5707940.820434311,TR,500.0
3,277449.68190148624,5707607.937450031,BR,500.0
4,277295.44939783675,5707787.002659303,MID,500.0
0,277141.21689418727,5707966.067868575,BL,501.0
1,277166.4592064152,5708298.950852856,TL,501.0
2,277500.16652594216,5708273.703418592,TR,501.0
3,277474.9242137142,5707940.820434311,BR,501.0
4,277320.6917100647,5708119.885643584,MID,501.0
0,277166.4592064152,5708298.950852856,BL,502.0
1,277191.7015186432,5708631.833837137,TL,502.0
2,277525.4088381701,5708606.586402873,TR,502.0
3,277500.16652594216,5708273.703418592,BR,502.0
4,277345.93402229267,5708452.768627864,MID,502.0
0,277191.7015186432,5708631.833837137,BL,503.0
1,277216.94383087114,5708964.716821417,TL,503.0
2,277550.6511503981,5708939.469387153,TR,503.0
3,277525.4088381701,5708606.586402873,BR,503.0
4,277371.1763345206,5708785.651612145,MID,503.0
0,277216.94383087114,5708964.716821417,BL,504.0
1,277242.1861430991,5709297.599805698,TL,504.0
2,277575.89346262603,5709272.352371434,TR,504.0
3,277550.6511503981,5708939.469387153,BR,504.0
4,277396.4186467486,5709118.5345964255,MID,504.0
0,277242.1861430991,5709297.599805698,BL,505.0
1,277267.42845532706,5709630.482789978,TL,505.0
2,277601.135774854,5709605.235355714,TR,505.0
3,277575.89346262603,5709272.352371434,BR,505.0
4,277421.66095897654,5709451.417580706,MID,505.0
0,277267.42845532706,5709630.482789978,BL,506.0
1,277292.670767555,5709963.365774259,TL,506.0
2,277626.37808708195,5709938.118339995,TR,506.0
3,277601.135774854,5709605.235355714,BR,506.0
4,277446.9032712045,5709784.300564987,MID,506.0
0,277292.670767555,5709963.365774259,BL,507.0
1,277317.913079783,5710296.24875854,TL,507.0
2,277651.6203993099,5710271.0013242755,TR,507.0
3,277626.37808708195,5709938.118339995,BR,507.0
4,277472.14558343246,5710117.183549267,MID,507.0
0,277317.913079783,5710296.24875854,BL,508.0
1,277343.1553920109,5710629.13174282,TL,508.0
2,277676.86271153786,5710603.884308556,TR,508.0
3,277651.6203993099,5710271.0013242755,BR,508.0
4,277497.3878956604,5710450.066533548,MID,508.0
0,277343.1553920109,5710629.13174282,BL,509.0
1,277368.3977042389,5710962.014727101,TL,509.0
2,277702.1050237658,5710936.767292837,TR,509.0
3,277676.86271153786,5710603.884308556,BR,509.0
4,277522.6302078884,5710782.949517828,MID,509.0
0,277368.3977042389,5710962.014727101,BL,510.0
1,277393.64001646684,5711294.897711381,TL,510.0
2,277727.3473359938,5711269.650277117,TR,510.0
3,277702.1050237658,5710936.767292837,BR,510.0
4,277547.87252011633,5711115.832502109,MID,510.0
0,277393.64001646684,5711294.897711381,BL,511.0
1,277418.8823286948,5711627.780695662,TL,511.0
2,277752.58964822174,5711602.533261398,TR,511.0
3,277727.3473359938,5711269.650277117,BR,511.0
4,277573.1148323443,5711448.71548639,MID,511.0
0,277418.8823286948,5711627.780695662,BL,512.0
1,277444.12464092276,5711960.6636799425,TL,512.0
2,277777.8319604497,5711935.416245678,TR,512.0
3,277752.58964822174,5711602.533261398,BR,512.0
4,277598.35714457225,5711781.59847067,MID,512.0
0,277444.12464092276,5711960.6636799425,BL,513.0
1,277469.3669531507,5712293.546664223,TL,513.0
2,277803.07427267765,5712268.299229959,TR,513.0
3,277777.8319604497,5711935.416245678,BR,513.0
4,277623.5994568002,5712114.481454951,MID,513.0
0,277469.3669531507,5712293.546664223,BL,514.0
1,277494.6092653787,5712626.429648504,TL,514.0
2,277828.3165849056,5712601.18221424,TR,514.0
3,277803.07427267765,5712268.299229959,BR,514.0
4,277648.84176902816,5712447.364439231,MID,514.0
0,277494.6092653787,5712626.429648504,BL,515.0
1,277519.85157760663,5712959.312632784,TL,515.0
2,277853.55889713357,5712934.06519852,TR,515.0
3,277828.3165849056,5712601.18221424,BR,515.0
4,277674.0840812561,5712780.247423512,MID,515.0
0,277519.85157760663,5712959.312632784,BL,516.0
1,277545.0938898346,5713292.195617065,TL,516.0
2,277878.8012093615,5713266.948182801,TR,516.0
3,277853.55889713357,5712934.06519852,BR,516.0
4,277699.3263934841,5713113.1304077925,MID,516.0
0,277545.0938898346,5713292.195617065,BL,517.0
1,277570.33620206255,5713625.078601345,TL,517.0
2,277904.0435215895,5713599.831167081,TR,517.0
3,277878.8012093615,5713266.948182801,BR,517.0
4,277724.56870571204,5713446.013392073,MID,517.0
0,277570.33620206255,5713625.078601345,BL,518.0
1,277595.5785142905,5713957.961585626,TL,518.0
2,277929.28583381744,5713932.714151362,TR,518.0
3,277904.0435215895,5713599.831167081,BR,518.0
4,277749.81101794,5713778.896376354,MID,518.0
0,277595.5785142905,5713957.961585626,BL,519.0
1,277620.82082651847,5714290.844569907,TL,519.0
2,277954.5281460454,5714265.597135643,TR,519.0
3,277929.28583381744,5713932.714151362,BR,519.0
4,277775.05333016795,5714111.779360634,MID,519.0
0,277620.82082651847,5714290.844569907,BL,520.0
1,277646.0631387464,5714623.727554187,TL,520.0
2,277979.77045827336,5714598.480119923,TR,520.0
3,277954.5281460454,5714265.597135643,BR,520.0
4,277800.2956423959,5714444.662344915,MID,520.0
0,277646.0631387464,5714623.727554187,BL,521.0
1,277671.3054509744,5714956.610538468,TL,521.0
2,278005.0127705013,5714931.363104204,TR,521.0
3,277979.77045827336,5714598.480119923,BR,521.0
4,277825.53795462387,5714777.545329195,MID,521.0
0,277671.3054509744,5714956.610538468,BL,522.0
1,277696.54776320234,5715289.493522748,TL,522.0
2,278030.2550827293,5715264.246088484,TR,522.0
3,278005.0127705013,5714931.363104204,BR,522.0
4,277850.7802668518,5715110.428313476,MID,522.0
0,277696.54776320234,5715289.493522748,BL,523.0
1,277721.7900754303,5715622.376507029,TL,523.0
2,278055.49739495723,5715597.129072765,TR,523.0
3,278030.2550827293,5715264.246088484,BR,523.0
4,277876.0225790798,5715443.311297757,MID,523.0
0,277721.7900754303,5715622.376507029,BL,524.0
1,277747.03238765826,5715955.2594913095,TL,524.0
2,278080.7397071852,5715930.0120570455,TR,524.0
3,278055.49739495723,5715597.129072765,BR,524.0
4,277901.26489130774,5715776.194282037,MID,524.0
0,277747.03238765826,5715955.2594913095,BL,525.0
1,277772.2746998862,5716288.14247559,TL,525.0
2,278105.98201941315,5716262.895041326,TR,525.0
3,278080.7397071852,5715930.0120570455,BR,525.0
4,277926.5072035357,5716109.077266318,MID,525.0
0,277772.2746998862,5716288.14247559,BL,526.0
1,277797.5170121142,5716621.025459871,TL,526.0
2,278131.2243316411,5716595.778025607,TR,526.0
3,278105.98201941315,5716262.895041326,BR,526.0
4,277951.74951576366,5716441.960250598,MID,526.0
0,277797.5170121142,5716621.025459871,BL,527.0
1,277822.7593243421,5716953.908444151,TL,527.0
2,278156.46664386906,5716928.661009887,TR,527.0
3,278131.2243316411,5716595.778025607,BR,527.0
