,x,y,descrip,grid
4,289524.979189731,5718579.494344114,MID,2201.0
0,289370.7466860815,5718758.559553387,BL,2202.0
1,289395.9889983095,5719091.442537667,TL,2202.0
2,289729.6963178364,5719066.195103403,TR,2202.0
3,289704.45400560845,5718733.312119123,BR,2202.0
4,289550.22150195896,5718912.377328395,MID,2202.0
0,289395.9889983095,5719091.442537667,BL,2203.0
1,289421.23131053743,5719424.325521948,TL,2203.0
2,289754.93863006437,5719399.078087684,TR,2203.0
3,289729.6963178364,5719066.195103403,BR,2203.0
4,289575.4638141869,5719245.2603126755,MID,2203.0
0,289421.23131053743,5719424.325521948,BL,2204.0
1,289446.4736227654,5719757.208506228,TL,2204.0
2,289780.1809422923,5719731.961071964,TR,2204.0
3,289754.93863006437,5719399.078087684,BR,2204.0
4,289600.7061264149,5719578.143296956,MID,2204.0
0,289446.4736227654,5719757.208506228,BL,2205.0
1,289471.71593499335,5720090.091490509,TL,2205.0
2,289805.4232545203,5720064.844056245,TR,2205.0
3,289780.1809422923,5719731.961071964,BR,2205.0
4,289625.94843864284,5719911.026281237,MID,2205.0
0,288568.54995535035,5703753.577826496,BL,2206.0
1,288593.7922675783,5704086.460810777,TL,2206.0
2,288927.49958710524,5704061.213376511,TR,2206.0
3,288902.2572748773,5703728.33039223,BR,2206.0
4,288748.0247712278,5703907.395601504,MID,2206.0
0,288593.7922675783,5704086.460810777,BL,2207.0
1,288619.03457980626,5704419.343795057,TL,2207.0
2,288952.7418993332,5704394.0963607915,TR,2207.0
3,288927.49958710524,5704061.213376511,BR,2207.0
4,288773.26708345575,5704240.278585784,MID,2207.0
0,288619.03457980626,5704419.343795057,BL,2208.0
1,288644.2768920342,5704752.226779338,TL,2208.0
2,288977.98421156115,5704726.979345072,TR,2208.0
3,288952.7418993332,5704394.0963607915,BR,2208.0
4,288798.5093956837,5704573.161570065,MID,2208.0
0,288644.2768920342,5704752.226779338,BL,2209.0
1,288669.5192042622,5705085.109763619,TL,2209.0
2,289003.2265237891,5705059.862329353,TR,2209.0
3,288977.98421156115,5704726.979345072,BR,2209.0
4,288823.75170791167,5704906.044554345,MID,2209.0
0,288669.5192042622,5705085.109763619,BL,2210.0
1,288694.76151649014,5705417.992747899,TL,2210.0
2,289028.46883601707,5705392.745313633,TR,2210.0
3,289003.2265237891,5705059.862329353,BR,2210.0
4,288848.9940201396,5705238.927538626,MID,2210.0
0,288694.76151649014,5705417.992747899,BL,2211.0
1,288720.0038287181,5705750.87573218,TL,2211.0
2,289053.711148245,5705725.628297914,TR,2211.0
3,289028.46883601707,5705392.745313633,BR,2211.0
4,288874.2363323676,5705571.8105229065,MID,2211.0
0,288720.0038287181,5705750.87573218,BL,2212.0
1,288745.24614094605,5706083.75871646,TL,2212.0
2,289078.953460473,5706058.511282194,TR,2212.0
3,289053.711148245,5705725.628297914,BR,2212.0
4,288899.47864459554,5705904.693507187,MID,2212.0
0,288745.24614094605,5706083.75871646,BL,2213.0
1,288770.488453174,5706416.641700741,TL,2213.0
2,289104.19577270094,5706391.394266475,TR,2213.0
3,289078.953460473,5706058.511282194,BR,2213.0
4,288924.7209568235,5706237.576491468,MID,2213.0
0,288770.488453174,5706416.641700741,BL,2214.0
1,288795.73076540197,5706749.5246850215,TL,2214.0
2,289129.4380849289,5706724.277250756,TR,2214.0
3,289104.19577270094,5706391.394266475,BR,2214.0
4,288949.96326905146,5706570.459475748,MID,2214.0
0,288795.73076540197,5706749.5246850215,BL,2215.0
1,288820.9730776299,5707082.407669302,TL,2215.0
2,289154.68039715686,5707057.160235036,TR,2215.0
3,289129.4380849289,5706724.277250756,BR,2215.0
4,288975.2055812794,5706903.342460029,MID,2215.0
0,288820.9730776299,5707082.407669302,BL,2216.0
1,288846.2153898579,5707415.290653583,TL,2216.0
2,289179.9227093848,5707390.043219317,TR,2216.0
3,289154.68039715686,5707057.160235036,BR,2216.0
4,289000.4478935074,5707236.225444309,MID,2216.0
0,288846.2153898579,5707415.290653583,BL,2217.0
1,288871.45770208584,5707748.173637863,TL,2217.0
2,289205.1650216128,5707722.926203597,TR,2217.0
3,289179.9227093848,5707390.043219317,BR,2217.0
4,289025.6902057353,5707569.10842859,MID,2217.0
0,288871.45770208584,5707748.173637863,BL,2218.0
1,288896.7000143138,5708081.056622144,TL,2218.0
2,289230.40733384073,5708055.809187878,TR,2218.0
3,289205.1650216128,5707722.926203597,BR,2218.0
4,289050.9325179633,5707901.991412871,MID,2218.0
0,288896.7000143138,5708081.056622144,BL,2219.0
1,288921.94232654176,5708413.939606424,TL,2219.0
2,289255.6496460687,5708388.6921721585,TR,2219.0
3,289230.40733384073,5708055.809187878,BR,2219.0
4,289076.17483019124,5708234.874397151,MID,2219.0
0,288921.94232654176,5708413.939606424,BL,2220.0
1,288947.1846387697,5708746.822590705,TL,2220.0
2,289280.89195829665,5708721.575156439,TR,2220.0
3,289255.6496460687,5708388.6921721585,BR,2220.0
4,289101.4171424192,5708567.757381432,MID,2220.0
0,288947.1846387697,5708746.822590705,BL,2221.0
1,288972.4269509977,5709079.705574986,TL,2221.0
2,289306.1342705246,5709054.45814072,TR,2221.0
3,289280.89195829665,5708721.575156439,BR,2221.0
4,289126.65945464716,5708900.640365712,MID,2221.0
0,288972.4269509977,5709079.705574986,BL,2222.0
1,288997.66926322563,5709412.588559266,TL,2222.0
2,289331.37658275256,5709387.341125,TR,2222.0
3,289306.1342705246,5709054.45814072,BR,2222.0
4,289151.9017668751,5709233.523349993,MID,2222.0
0,288997.66926322563,5709412.588559266,BL,2223.0
1,289022.9115754536,5709745.471543547,TL,2223.0
2,289356.6188949805,5709720.224109281,TR,2223.0
3,289331.37658275256,5709387.341125,BR,2223.0
4,289177.1440791031,5709566.4063342735,MID,2223.0
0,289022.9115754536,5709745.471543547,BL,2224.0
1,289048.15388768155,5710078.354527827,TL,2224.0
2,289381.8612072085,5710053.107093561,TR,2224.0
3,289356.6188949805,5709720.224109281,BR,2224.0
4,289202.38639133103,5709899.289318554,MID,2224.0
0,289048.15388768155,5710078.354527827,BL,2225.0
1,289073.3961999095,5710411.237512108,TL,2225.0
2,289407.10351943644,5710385.990077842,TR,2225.0
3,289381.8612072085,5710053.107093561,BR,2225.0
4,289227.628703559,5710232.172302835,MID,2225.0
0,289073.3961999095,5710411.237512108,BL,2226.0
1,289098.63851213746,5710744.1204963885,TL,2226.0
2,289432.3458316644,5710718.873062123,TR,2226.0
3,289407.10351943644,5710385.990077842,BR,2226.0
4,289252.87101578695,5710565.055287115,MID,2226.0
0,289098.63851213746,5710744.1204963885,BL,2227.0
1,289123.8808243654,5711077.003480669,TL,2227.0
2,289457.58814389235,5711051.756046403,TR,2227.0
3,289432.3458316644,5710718.873062123,BR,2227.0
4,289278.1133280149,5710897.938271396,MID,2227.0
0,289123.8808243654,5711077.003480669,BL,2228.0
1,289149.1231365934,5711409.88646495,TL,2228.0
2,289482.8304561203,5711384.639030684,TR,2228.0
3,289457.58814389235,5711051.756046403,BR,2228.0
4,289303.35564024287,5711230.821255676,MID,2228.0
0,289149.1231365934,5711409.88646495,BL,2229.0
1,289174.36544882134,5711742.76944923,TL,2229.0
2,289508.07276834827,5711717.522014964,TR,2229.0
3,289482.8304561203,5711384.639030684,BR,2229.0
4,289328.5979524708,5711563.704239957,MID,2229.0
0,289174.36544882134,5711742.76944923,BL,2230.0
1,289199.6077610493,5712075.652433511,TL,2230.0
2,289533.3150805762,5712050.404999245,TR,2230.0
3,289508.07276834827,5711717.522014964,BR,2230.0
4,289353.8402646988,5711896.587224238,MID,2230.0
0,289199.6077610493,5712075.652433511,BL,2231.0
1,289224.85007327725,5712408.535417791,TL,2231.0
2,289558.5573928042,5712383.287983526,TR,2231.0
3,289533.3150805762,5712050.404999245,BR,2231.0
4,289379.08257692674,5712229.470208518,MID,2231.0
0,289224.85007327725,5712408.535417791,BL,2232.0
1,289250.0923855052,5712741.418402072,TL,2232.0
2,289583.79970503214,5712716.170967806,TR,2232.0
3,289558.5573928042,5712383.287983526,BR,2232.0
4,289404.3248891547,5712562.353192799,MID,2232.0
0,289250.0923855052,5712741.418402072,BL,2233.0
1,289275.33469773317,5713074.301386353,TL,2233.0
2,289609.0420172601,5713049.053952087,TR,2233.0
3,289583.79970503214,5712716.170967806,BR,2233.0
4,289429.56720138266,5712895.236177079,MID,2233.0
0,289275.33469773317,5713074.301386353,BL,2234.0
1,289300.5770099611,5713407.184370633,TL,2234.0
2,289634.28432948806,5713381.936936367,TR,2234.0
3,289609.0420172601,5713049.053952087,BR,2234.0
4,289454.8095136106,5713228.11916136,MID,2234.0
0,289300.5770099611,5713407.184370633,BL,2235.0
1,289325.8193221891,5713740.067354914,TL,2235.0
2,289659.526641716,5713714.819920648,TR,2235.0
3,289634.28432948806,5713381.936936367,BR,2235.0
4,289480.0518258386,5713561.002145641,MID,2235.0
0,289325.8193221891,5713740.067354914,BL,2236.0
1,289351.06163441704,5714072.950339194,TL,2236.0
2,289684.768953944,5714047.7029049285,TR,2236.0
3,289659.526641716,5713714.819920648,BR,2236.0
4,289505.2941380665,5713893.885129921,MID,2236.0
0,289351.06163441704,5714072.950339194,BL,2237.0
1,289376.303946645,5714405.833323475,TL,2237.0
2,289710.01126617193,5714380.585889209,TR,2237.0
3,289684.768953944,5714047.7029049285,BR,2237.0
4,289530.5364502945,5714226.768114202,MID,2237.0
0,289376.303946645,5714405.833323475,BL,2238.0
1,289401.54625887296,5714738.716307756,TL,2238.0
2,289735.2535783999,5714713.46887349,TR,2238.0
3,289710.01126617193,5714380.585889209,BR,2238.0
4,289555.77876252244,5714559.651098482,MID,2238.0
0,289401.54625887296,5714738.716307756,BL,2239.0
1,289426.7885711009,5715071.599292036,TL,2239.0
2,289760.49589062785,5715046.35185777,TR,2239.0
3,289735.2535783999,5714713.46887349,BR,2239.0
4,289581.0210747504,5714892.534082763,MID,2239.0
0,289426.7885711009,5715071.599292036,BL,2240.0
1,289452.0308833289,5715404.482276317,TL,2240.0
2,289785.7382028558,5715379.234842051,TR,2240.0
3,289760.49589062785,5715046.35185777,BR,2240.0
4,289606.26338697836,5715225.4170670435,MID,2240.0
0,289452.0308833289,5715404.482276317,BL,2241.0
1,289477.27319555683,5715737.365260597,TL,2241.0
2,289810.98051508376,5715712.117826331,TR,2241.0
3,289785.7382028558,5715379.234842051,BR,2241.0
4,289631.5056992063,5715558.300051324,MID,2241.0
0,289477.27319555683,5715737.365260597,BL,2242.0
1,289502.5155077848,5716070.248244878,TL,2242.0
2,289836.2228273117,5716045.000810612,TR,2242.0
3,289810.98051508376,5715712.117826331,BR,2242.0
4,289656.7480114343,5715891.183035605,MID,2242.0
0,289502.5155077848,5716070.248244878,BL,2243.0
1,289527.75782001275,5716403.1312291585,TL,2243.0
2,289861.4651395397,5716377.883794893,TR,2243.0
3,289836.2228273117,5716045.000810612,BR,2243.0
4,289681.99032366223,5716224.066019885,MID,2243.0
0,289527.75782001275,5716403.1312291585,BL,2244.0
1,289553.0001322407,5716736.014213439,TL,2244.0
2,289886.70745176764,5716710.766779173,TR,2244.0
3,289861.4651395397,5716377.883794893,BR,2244.0
4,289707.2326358902,5716556.949004166,MID,2244.0
0,289553.0001322407,5716736.014213439,BL,2245.0
1,289578.24244446866,5717068.89719772,TL,2245.0
2,289911.9497639956,5717043.649763454,TR,2245.0
3,289886.70745176764,5716710.766779173,BR,2245.0
4,289732.47494811815,5716889.831988446,MID,2245.0
0,289578.24244446866,5717068.89719772,BL,2246.0
1,289603.4847566966,5717401.780182,TL,2246.0
2,289937.19207622355,5717376.532747734,TR,2246.0
3,289911.9497639956,5717043.649763454,BR,2246.0
4,289757.7172603461,5717222.714972727,MID,2246.0
0,289603.4847566966,5717401.780182,BL,2247.0
1,289628.7270689246,5717734.663166281,TL,2247.0
2,289962.4343884515,5717709.415732015,TR,2247.0
3,289937.19207622355,5717376.532747734,BR,2247.0
4,289782.95957257407,5717555.597957008,MID,2247.0
0,289628.7270689246,5717734.663166281,BL,2248.0
1,289653.96938115254,5718067.546150561,TL,2248.0
2,289987.67670067947,5718042.2987162955,TR,2248.0
3,289962.4343884515,5717709.415732015,BR,2248.0
4,289808.201884802,5717888.480941288,MID,2248.0
0,289653.96938115254,5718067.546150561,BL,2249.0
1,289679.2116933805,5718400.429134842,TL,2249.0
2,290012.9190129074,5718375.181700576,TR,2249.0
3,289987.67670067947,5718042.2987162955,BR,2249.0
4,289833.44419703,5718221.363925569,MID,2249.0
0,289679.2116933805,5718400.429134842,BL,2250.0
1,289704.45400560845,5718733.312119123,TL,2250.0
2,290038.1613251354,5718708.064684857,TR,2250.0
3,290012.9190129074,5718375.181700576,BR,2250.0
4,289858.68650925794,5718554.246909849,MID,2250.0
0,289704.45400560845,5718733.312119123,BL,2251.0
1,289729.6963178364,5719066.195103403,TL,2251.0
2,290063.40363736334,5719040.947669137,TR,2251.0
3,290038.1613251354,5718708.064684857,BR,2251.0
4,289883.9288214859,5718887.12989413,MID,2251.0
0,289729.6963178364,5719066.195103403,BL,2252.0
1,289754.93863006437,5719399.078087684,TL,2252.0
2,290088.6459495913,5719373.830653418,TR,2252.0
3,290063.40363736334,5719040.947669137,BR,2252.0
4,289909.17113371385,5719220.0128784105,MID,2252.0
0,289754.93863006437,5719399.078087684,BL,2253.0
1,289780.1809422923,5719731.961071964,TL,2253.0
2,290113.88826181926,5719706.713637698,TR,2253.0
3,290088.6459495913,5719373.830653418,BR,2253.0
4,289934.4134459418,5719552.895862691,MID,2253.0
0,289780.1809422923,5719731.961071964,BL,2254.0
1,289805.4232545203,5720064.844056245,TL,2254.0
2,290139.1305740472,5720039.596621979,TR,2254.0
3,290113.88826181926,5719706.713637698,BR,2254.0
4,289959.65575816977,5719885.778846972,MID,2254.0
0,288902.2572748773,5703728.33039223,BL,2255.0
1,288927.49958710524,5704061.213376511,TL,2255.0
2,289261.2069066322,5704035.965942247,TR,2255.0
3,289235.9645944042,5703703.082957966,BR,2255.0
4,289081.7320907547,5703882.148167239,MID,2255.0
0,288927.49958710524,5704061.213376511,BL,2256.0
1,288952.7418993332,5704394.0963607915,TL,2256.0
2,289286.4492188601,5704368.848926527,TR,2256.0
3,289261.2069066322,5704035.965942247,BR,2256.0
4,289106.9744029827,5704215.031151519,MID,2256.0
0,288952.7418993332,5704394.0963607915,BL,2257.0
1,288977.98421156115,5704726.979345072,TL,2257.0
2,289311.6915310881,5704701.731910808,TR,2257.0
3,289286.4492188601,5704368.848926527,BR,2257.0
4,289132.21671521064,5704547.9141358,MID,2257.0
0,288977.98421156115,5704726.979345072,BL,2258.0
1,289003.2265237891,5705059.862329353,TL,2258.0
2,289336.93384331604,5705034.614895089,TR,2258.0
3,289311.6915310881,5704701.731910808,BR,2258.0
4,289157.4590274386,5704880.79712008,MID,2258.0
0,289003.2265237891,5705059.862329353,BL,2259.0
1,289028.46883601707,5705392.745313633,TL,2259.0
2,289362.176155544,5705367.497879369,TR,2259.0
3,289336.93384331604,5705034.614895089,BR,2259.0
4,289182.70133966656,5705213.680104361,MID,2259.0
0,289028.46883601707,5705392.745313633,BL,2260.0
1,289053.711148245,5705725.628297914,TL,2260.0
2,289387.41846777196,5705700.38086365,TR,2260.0
3,289362.176155544,5705367.497879369,BR,2260.0
4,289207.9436518945,5705546.5630886415,MID,2260.0
0,289053.711148245,5705725.628297914,BL,2261.0
1,289078.953460473,5706058.511282194,TL,2261.0
2,289412.6607799999,5706033.26384793,TR,2261.0
3,289387.41846777196,5705700.38086365,BR,2261.0
4,289233.1859641225,5705879.446072922,MID,2261.0
0,289078.953460473,5706058.511282194,BL,2262.0
1,289104.19577270094,5706391.394266475,TL,2262.0
2,289437.9030922279,5706366.146832211,TR,2262.0
3,289412.6607799999,5706033.26384793,BR,2262.0
4,289258.42827635043,5706212.329057203,MID,2262.0
0,289104.19577270094,5706391.394266475,BL,2263.0
1,289129.4380849289,5706724.277250756,TL,2263.0
2,289463.14540445583,5706699.0298164915,TR,2263.0
3,289437.9030922279,5706366.146832211,BR,2263.0
4,289283.6705885784,5706545.212041483,MID,2263.0
0,289129.4380849289,5706724.277250756,BL,2264.0
1,289154.68039715686,5707057.160235036,TL,2264.0
2,289488.3877166838,5707031.912800772,TR,2264.0
3,289463.14540445583,5706699.0298164915,BR,2264.0
4,289308.91290080635,5706878.095025764,MID,2264.0
0,289154.68039715686,5707057.160235036,BL,2265.0
1,289179.9227093848,5707390.043219317,TL,2265.0
2,289513.63002891175,5707364.795785053,TR,2265.0
3,289488.3877166838,5707031.912800772,BR,2265.0
4,289334.1552130343,5707210.978010044,MID,2265.0
0,289179.9227093848,5707390.043219317,BL,2266.0
1,289205.1650216128,5707722.926203597,TL,2266.0
2,289538.8723411397,5707697.678769333,TR,2266.0
3,289513.63002891175,5707364.795785053,BR,2266.0
4,289359.39752526226,5707543.860994325,MID,2266.0
0,289205.1650216128,5707722.926203597,BL,2267.0
1,289230.40733384073,5708055.809187878,TL,2267.0
2,289564.11465336767,5708030.561753614,TR,2267.0
3,289538.8723411397,5707697.678769333,BR,2267.0
4,289384.6398374902,5707876.743978606,MID,2267.0
0,289230.40733384073,5708055.809187878,BL,2268.0
1,289255.6496460687,5708388.6921721585,TL,2268.0
2,289589.3569655956,5708363.444737894,TR,2268.0
3,289564.11465336767,5708030.561753614,BR,2268.0
4,289409.8821497182,5708209.626962886,MID,2268.0
0,289255.6496460687,5708388.6921721585,BL,2269.0
1,289280.89195829665,5708721.575156439,TL,2269.0
2,289614.5992778236,5708696.327722175,TR,2269.0
3,289589.3569655956,5708363.444737894,BR,2269.0
4,289435.12446194614,5708542.509947167,MID,2269.0
0,289280.89195829665,5708721.575156439,BL,2270.0
1,289306.1342705246,5709054.45814072,TL,2270.0
2,289639.84159005154,5709029.210706456,TR,2270.0
3,289614.5992778236,5708696.327722175,BR,2270.0
4,289460.3667741741,5708875.392931447,MID,2270.0
0,289306.1342705246,5709054.45814072,BL,2271.0
1,289331.37658275256,5709387.341125,TL,2271.0
2,289665.0839022795,5709362.093690736,TR,2271.0
3,289639.84159005154,5709029.210706456,BR,2271.0
4,289485.60908640205,5709208.275915728,MID,2271.0
0,289331.37658275256,5709387.341125,BL,2272.0
1,289356.6188949805,5709720.224109281,TL,2272.0
2,289690.32621450746,5709694.976675017,TR,2272.0
3,289665.0839022795,5709362.093690736,BR,2272.0
4,289510.85139863,5709541.158900009,MID,2272.0
0,289356.6188949805,5709720.224109281,BL,2273.0
1,289381.8612072085,5710053.107093561,TL,2273.0
2,289715.5685267354,5710027.859659297,TR,2273.0
3,289690.32621450746,5709694.976675017,BR,2273.0
4,289536.09371085797,5709874.041884289,MID,2273.0
0,289381.8612072085,5710053.107093561,BL,2274.0
1,289407.10351943644,5710385.990077842,TL,2274.0
2,289740.81083896337,5710360.742643578,TR,2274.0
3,289715.5685267354,5710027.859659297,BR,2274.0
4,289561.3360230859,5710206.92486857,MID,2274.0
0,289407.10351943644,5710385.990077842,BL,2275.0
1,289432.3458316644,5710718.873062123,TL,2275.0
2,289766.0531511913,5710693.625627859,TR,2275.0
3,289740.81083896337,5710360.742643578,BR,2275.0
4,289586.5783353139,5710539.80785285,MID,2275.0
0,289432.3458316644,5710718.873062123,BL,2276.0
1,289457.58814389235,5711051.756046403,TL,2276.0
2,289791.2954634193,5711026.508612139,TR,2276.0
3,289766.0531511913,5710693.625627859,BR,2276.0
4,289611.82064754184,5710872.690837131,MID,2276.0
0,289457.58814389235,5711051.756046403,BL,2277.0
1,289482.8304561203,5711384.639030684,TL,2277.0
2,289816.53777564724,5711359.39159642,TR,2277.0
3,289791.2954634193,5711026.508612139,BR,2277.0
4,289637.0629597698,5711205.5738214115,MID,2277.0
0,289482.8304561203,5711384.639030684,BL,2278.0
1,289508.07276834827,5711717.522014964,TL,2278.0
2,289841.7800878752,5711692.2745807,TR,2278.0
3,289816.53777564724,5711359.39159642,BR,2278.0
4,289662.30527199776,5711538.456805692,MID,2278.0
0,289508.07276834827,5711717.522014964,BL,2279.0
1,289533.3150805762,5712050.404999245,TL,2279.0
2,289867.02240010316,5712025.157564981,TR,2279.0
3,289841.7800878752,5711692.2745807,BR,2279.0
4,289687.5475842257,5711871.339789973,MID,2279.0
0,289533.3150805762,5712050.404999245,BL,2280.0
1,289558.5573928042,5712383.287983526,TL,2280.0
2,289892.2647123311,5712358.0405492615,TR,2280.0
3,289867.02240010316,5712025.157564981,BR,2280.0
4,289712.7898964537,5712204.222774253,MID,2280.0
0,289558.5573928042,5712383.287983526,BL,2281.0
1,289583.79970503214,5712716.170967806,TL,2281.0
2,289917.5070245591,5712690.923533542,TR,2281.0
3,289892.2647123311,5712358.0405492615,BR,2281.0
4,289738.03220868163,5712537.105758534,MID,2281.0
0,289583.79970503214,5712716.170967806,BL,2282.0
1,289609.0420172601,5713049.053952087,TL,2282.0
2,289942.74933678703,5713023.806517823,TR,2282.0
3,289917.5070245591,5712690.923533542,BR,2282.0
4,289763.2745209096,5712869.988742814,MID,2282.0
0,289609.0420172601,5713049.053952087,BL,2283.0
1,289634.28432948806,5713381.936936367,TL,2283.0
2,289967.991649015,5713356.689502103,TR,2283.0
3,289942.74933678703,5713023.806517823,BR,2283.0
4,289788.51683313755,5713202.871727095,MID,2283.0
0,289634.28432948806,5713381.936936367,BL,2284.0
1,289659.526641716,5713714.819920648,TL,2284.0
2,289993.23396124295,5713689.572486384,TR,2284.0
3,289967.991649015,5713356.689502103,BR,2284.0
4,289813.7591453655,5713535.754711376,MID,2284.0
0,289659.526641716,5713714.819920648,BL,2285.0
1,289684.768953944,5714047.7029049285,TL,2285.0
2,290018.4762734709,5714022.455470664,TR,2285.0
3,289993.23396124295,5713689.572486384,BR,2285.0
4,289839.00145759346,5713868.637695656,MID,2285.0
0,289684.768953944,5714047.7029049285,BL,2286.0
1,289710.01126617193,5714380.585889209,TL,2286.0
2,290043.71858569887,5714355.338454945,TR,2286.0
3,290018.4762734709,5714022.455470664,BR,2286.0
4,289864.2437698214,5714201.520679937,MID,2286.0
0,289710.01126617193,5714380.585889209,BL,2287.0
1,289735.2535783999,5714713.46887349,TL,2287.0
2,290068.9608979268,5714688.221439226,TR,2287.0
3,290043.71858569887,5714355.338454945,BR,2287.0
4,289889.4860820494,5714534.403664217,MID,2287.0
0,289735.2535783999,5714713.46887349,BL,2288.0
1,289760.49589062785,5715046.35185777,TL,2288.0
2,290094.2032101548,5715021.104423506,TR,2288.0
3,290068.9608979268,5714688.221439226,BR,2288.0
4,289914.72839427734,5714867.286648498,MID,2288.0
0,289760.49589062785,5715046.35185777,BL,2289.0
1,289785.7382028558,5715379.234842051,TL,2289.0
2,290119.44552238274,5715353.987407787,TR,2289.0
3,290094.2032101548,5715021.104423506,BR,2289.0
4,289939.9707065053,5715200.1696327785,MID,2289.0
0,289785.7382028558,5715379.234842051,BL,2290.0
1,289810.98051508376,5715712.117826331,TL,2290.0
2,290144.6878346107,5715686.870392067,TR,2290.0
3,290119.44552238274,5715353.987407787,BR,2290.0
4,289965.21301873325,5715533.052617059,MID,2290.0
0,289810.98051508376,5715712.117826331,BL,2291.0
1,289836.2228273117,5716045.000810612,TL,2291.0
2,290169.93014683865,5716019.753376348,TR,2291.0
3,290144.6878346107,5715686.870392067,BR,2291.0
4,289990.4553309612,5715865.93560134,MID,2291.0
0,289836.2228273117,5716045.000810612,BL,2292.0
1,289861.4651395397,5716377.883794893,TL,2292.0
2,290195.1724590666,5716352.6363606285,TR,2292.0
3,290169.93014683865,5716019.753376348,BR,2292.0
4,290015.69764318917,5716198.81858562,MID,2292.0
0,289861.4651395397,5716377.883794893,BL,2293.0
1,289886.70745176764,5716710.766779173,TL,2293.0
2,290220.41477129457,5716685.519344909,TR,2293.0
3,290195.1724590666,5716352.6363606285,BR,2293.0
4,290040.9399554171,5716531.701569901,MID,2293.0
0,289886.70745176764,5716710.766779173,BL,2294.0
1,289911.9497639956,5717043.649763454,TL,2294.0
2,290245.6570835225,5717018.40232919,TR,2294.0
3,290220.41477129457,5716685.519344909,BR,2294.0
4,290066.1822676451,5716864.584554181,MID,2294.0
0,289911.9497639956,5717043.649763454,BL,2295.0
1,289937.19207622355,5717376.532747734,TL,2295.0
2,290270.8993957505,5717351.28531347,TR,2295.0
3,290245.6570835225,5717018.40232919,BR,2295.0
4,290091.42457987304,5717197.467538462,MID,2295.0
0,289937.19207622355,5717376.532747734,BL,2296.0
1,289962.4343884515,5717709.415732015,TL,2296.0
2,290296.14170797844,5717684.168297751,TR,2296.0
3,290270.8993957505,5717351.28531347,BR,2296.0
4,290116.666892101,5717530.350522743,MID,2296.0
0,289962.4343884515,5717709.415732015,BL,2297.0
1,289987.67670067947,5718042.2987162955,TL,2297.0
2,290321.3840202064,5718017.051282031,TR,2297.0
3,290296.14170797844,5717684.168297751,BR,2297.0
4,290141.90920432896,5717863.233507023,MID,2297.0
0,289987.67670067947,5718042.2987162955,BL,2298.0
1,290012.9190129074,5718375.181700576,TL,2298.0
2,290346.62633243436,5718349.934266312,TR,2298.0
3,290321.3840202064,5718017.051282031,BR,2298.0
4,290167.1515165569,5718196.116491304,MID,2298.0
0,290012.9190129074,5718375.181700576,BL,2299.0
1,290038.1613251354,5718708.064684857,TL,2299.0
2,290371.8686446623,5718682.817250593,TR,2299.0
3,290346.62633243436,5718349.934266312,BR,2299.0
4,290192.3938287849,5718528.999475584,MID,2299.0
0,290038.1613251354,5718708.064684857,BL,2300.0
1,290063.40363736334,5719040.947669137,TL,2300.0
2,290397.1109568903,5719015.700234873,TR,2300.0
3,290371.8686446623,5718682.817250593,BR,2300.0
4,290217.63614101283,5718861.882459865,MID,2300.0
0,290063.40363736334,5719040.947669137,BL,2301.0
1,290088.6459495913,5719373.830653418,TL,2301.0
2,290422.35326911823,5719348.583219154,TR,2301.0
3,290397.1109568903,5719015.700234873,BR,2301.0
4,290242.8784532408,5719194.765444146,MID,2301.0
0,290088.6459495913,5719373.830653418,BL,2302.0
1,290113.88826181926,5719706.713637698,TL,2302.0
2,290447.5955813462,5719681.466203434,TR,2302.0
3,290422.35326911823,5719348.583219154,BR,2302.0
4,290268.12076546875,5719527.648428426,MID,2302.0
0,290113.88826181926,5719706.713637698,BL,2303.0
1,290139.1305740472,5720039.596621979,TL,2303.0
2,290472.83789357415,5720014.349187715,TR,2303.0
3,290447.5955813462,5719681.466203434,BR,2303.0
4,290293.3630776967,5719860.531412707,MID,2303.0
0,289235.9645944042,5703703.082957966,BL,2304.0
1,289261.2069066322,5704035.965942247,TL,2304.0
2,289594.9142261591,5704010.718507981,TR,2304.0
3,289569.67191393115,5703677.8355237,BR,2304.0
4,289415.43941028166,5703856.900732974,MID,2304.0
0,289261.2069066322,5704035.965942247,BL,2305.0
1,289286.4492188601,5704368.848926527,TL,2305.0
2,289620.15653838706,5704343.6014922615,TR,2305.0
3,289594.9142261591,5704010.718507981,BR,2305.0
4,289440.6817225096,5704189.783717254,MID,2305.0
0,289286.4492188601,5704368.848926527,BL,2306.0
1,289311.6915310881,5704701.731910808,TL,2306.0
2,289645.398850615,5704676.484476542,TR,2306.0
3,289620.15653838706,5704343.6014922615,BR,2306.0
4,289465.9240347376,5704522.666701535,MID,2306.0
0,289311.6915310881,5704701.731910808,BL,2307.0
1,289336.93384331604,5705034.614895089,TL,2307.0
2,289670.641162843,5705009.367460823,TR,2307.0
3,289645.398850615,5704676.484476542,BR,2307.0
4,289491.16634696553,5704855.549685815,MID,2307.0
0,289336.93384331604,5705034.614895089,BL,2308.0
1,289362.176155544,5705367.497879369,TL,2308.0
2,289695.88347507094,5705342.250445103,TR,2308.0
3,289670.641162843,5705009.367460823,BR,2308.0
4,289516.4086591935,5705188.432670096,MID,2308.0
0,289362.176155544,5705367.497879369,BL,2309.0
1,289387.41846777196,5705700.38086365,TL,2309.0
